,created_at,id,reply_to_id,coordinates,place,retweet_count,favorite_count,lang,source,is_quote_status,user_id,user_loc,verified,followers_count,friends_count,favourites_count,statuses_count,listed_count,user_created_at,screen_name,user_description,text,tweet category,2017 Pew Research Typology
6477,5/3/2021 18:51,1390000000000000000,,,,52,0,en,Twitter for iPhone,False,1110127447,"Denver, CO",False,578,4953,343353,136716,1,1/21/2013 21:31,brakerbraker20,#goodtwitter bandit,"RT @sahilkapur: In Louisville, Mitch McConnell goes after Biden's infrastructure plan: ""The new administration wants to undo"" the Republica…",,4
8235,5/3/2021 0:58,1390000000000000000,,,,3,0,en,Twitter for iPad,False,919914043,,False,989,1433,2172,164014,88,11/1/2012 21:50,melaniariz,God is the only One Who knows who His Chosen people are! Christian Orthodox.,RT @robertbtracy: 46's pre-planned function for the globalist cabal is to bankrupt the country by collapsing the dollar (via stimulus and i…,,3
11286,5/1/2021 16:49,1390000000000000000,1260000000000000000,,,0,0,en,Twitter for iPhone,False,16661245,Brooklyn NY,False,627,1076,2170,7171,23,10/9/2008 3:05,mariocorry,"I'm always hungry. Mario Corry actor, singer, writer, playwright, award winning director, Producer, CEO at M.A.C. Films.","@Sen_JoeManchin @CoachHuggs For a state that’s ranked
#45 education 
#47 Healthcare
#48 economy
#59 infrastructure 
U certainly have a lot to say about nothing. U should keep ur mouth shut and listen to people who r smarter than u. This infrastructure bill would help ur pathetic state. Ur pathetic.",,-2
6695,5/3/2021 17:41,1390000000000000000,,,,0,2,en,BLOX CMS,False,14586896,"Wilmington, DE",True,16083,1233,1365,59289,359,4/29/2008 16:27,WDEL,1150AM/101.7FM WDEL - Delaware's #1 news station,"U.S. Senator Tom Carper (D - DE) celebrated Senate passage of the Drinking Water and Wastewater Infrastructure Act of 2021 on Monday, May 3, 2021, at Wilmington's Wastewater Treatment plant. https://t.co/uFDTFglCX1",,0
1293,5/6/2021 1:11,1390000000000000000,,,,1,1,en,Twitter Web App,False,579315942,,False,1456,3169,47796,122091,2,5/13/2012 19:50,KathrynJane805,Just Another Stable Genius Aussie Dog BFF 1A/2A Cali Girl w/ Texas Roots formerSinger/Musician LegalAsst Flight Instructor We R Free People! Let's Act Like It!,Americans Overwhelmingly Oppose Party-Line Democrat Vote for Infrastructure Bill https://t.co/6oxptd4uar via @BreitbartNews Pelosi &amp; Dems do NOT Care one bit about what the People want.,,3
4144,5/4/2021 16:42,1390000000000000000,,,,96,0,en,Twitter Web App,False,442649949,"Miami, FL",False,857,727,179377,107402,16,12/21/2011 9:50,WillDarrell,"Living, working and playing in Miami, FL. Returned to the city of my birth. Bates College. Love R&B, friends, politics, running, imported beer & reading.","RT @SenMarkKelly: After years of drought, investing in our water infrastructure couldn't be more important for Arizona — especially in rura…",,-4
6106,5/3/2021 21:23,1390000000000000000,1390000000000000000,,,0,0,en,Twitter for iPad,False,20007589,CA,False,10,29,276,8038,0,2/3/2009 21:55,davo33r,,"@RepJerryNadler @MTA Isn’t that INFRASTRUCTURE ? That bill has been presented and very little for fixing roads, bridges, broadband, power transmission, etc, it was really  Democratic power grab to make people fully dépendent on a party that is morphing into Communism, the ultimate insult to Democracy https://t.co/kCNeBLvJSZ",,3
12685,4/30/2021 23:47,1390000000000000000,,,,2,0,en,Twitter for Android,False,3235583995,,False,2982,5000,53929,75823,2,6/4/2015 0:18,Happydog23,"sense made from common metal.'  if I use any 'bad words', don't worry,  I found 'em in the dictionary.",RT @LSurteesTdot: @elle_desylva @TrinityResists And the special Golden Douchebag of the Week award to #TedFled #SnoozeCruz who was one of t…,,-4
12947,4/30/2021 21:29,1390000000000000000,,,,256,0,en,Twitter for iPad,False,1173434690,,False,243,73,218314,299999,0,2/13/2013 0:21,dorothystella7,,"RT @SenWarren: People in Massachusetts and across the country deserve safe drinking water free of lead, PFAS, and other dangerous pollutant…",,-4
9371,5/2/2021 16:38,1390000000000000000,,,,376,0,en,Twitter for Android,True,3279790512,,False,2485,4655,493535,50586,18,7/14/2015 18:06,DanaGavin1895,"PhD candidate, @ODU | NOLA, currently NY | HCommons: djgavin | @NeMLAGradCaucus prez | Mother of Tortoiseshells | she/her #LGM","RT @atrupar: “In your state of Louisiana, the rate of child poverty is 25% ... 42% of residents in Louisiana do not have access to child ca…",,-2
14734,4/30/2021 15:20,1390000000000000000,,,,256,0,en,Twitter for iPhone,False,2466072350,,False,24,97,459,227,0,4/27/2014 12:47,honeybeemind,"Forager of Ideas, Community and Social activist,  Environmentalist, Visual researcher, Communicator and Connector. Personal Credos: Find a way. Do no harm.","RT @SenWarren: People in Massachusetts and across the country deserve safe drinking water free of lead, PFAS, and other dangerous pollutant…",,-4
14634,4/30/2021 15:30,1390000000000000000,,,,748,0,en,Twitter Web App,False,18290820,BUF and SRQ,False,2197,3719,33142,27067,4,12/21/2008 19:09,buf2srq2,I engineer🔬 and build stuff🛠️ Pfizerized💉 USA🇺🇸 #BidenHarris2020🌊 #BLM✊🏿 #LGBT🏳️‍🌈 Beaches🏖️ Biking🚵🏽‍♂️ Boston Terriers🐶 Married to @buf2srq👬🏽,"RT @TheRickyDavila: This morning, @MSNBC’s Stephanie Ruhle destroyed GQP bigoted Gov Jim Justice over the anti-Trans bill banning Trans chi…",,-4
15952,4/30/2021 8:47,1390000000000000000,,,,2123,0,en,Twitter for Android,False,2393251180,,False,225,516,1001,30063,55,3/8/2014 8:04,RRegins,,"RT @mmpadellan: Republicans are against:
- The COVID Relief Bill
- $15 minimum wage
- Billionaires paying taxes
- Infrastructure
- Voting r…",,-4
6833,5/3/2021 16:46,1390000000000000000,,,,4,0,en,Twitter for iPhone,False,1114595054,"Washington, DC",False,1381,401,460,2918,29,1/23/2013 15:08,AGCLegislative,AGC Government Affairs is committed to addressing the legislative priorities facing the commercial construction industry and growing the construction economy.,"RT @ENRnews: Senate passes $35B water infrastructure bill in bipartisan vote
https://t.co/dVVsmGUsKf",,-3
11234,5/1/2021 17:10,1390000000000000000,,,,6,0,en,Twitter for Android,False,508041167,,False,284,345,201077,61901,2,2/28/2012 22:54,NotGr8flJstDead,she/her/hers,"RT @Shoq: That damn @joebiden has ended the war in Afghanistan, shut down the border wall project, passed the biggest child welfare bill; t…",,3
11745,5/1/2021 11:52,1390000000000000000,,,,396,0,en,Twitter for iPhone,False,1022431932,,False,162,396,35618,7200,0,12/19/2012 16:45,jgmp1971,"Wife, mother, Christian and cat lover. Professional photographer and real estate assistant.","RT @MSNBC: .@SRuhle: ""According to US News &amp; World Report, West Virginia ranks 45th in education, 47th in health care, 48th on the economy,…",,-2
5395,5/4/2021 2:38,1390000000000000000,,,,59,0,en,Twitter for iPhone,False,41859128,,False,18,107,2046,1582,0,5/22/2009 17:30,GC_thatsMe,,"RT @marwilliamson: 1/ McConnell says he’s open to an infrastructure bill that both sides agree on, but he’s not open to any change to the 2…",,4
6079,5/3/2021 21:33,1390000000000000000,,,,1,0,en,Twitterrific for iOS,False,16081011,Delaware,False,365,719,986,7354,7,9/1/2008 11:52,kgmde,vast right wing conspiracy,RT @NTU: The Biden infrastructure plan is woefully inadequate to addressing the nation's infrastructure needs because it refuses to take on…,,-2
1631,5/5/2021 21:32,1390000000000000000,1390000000000000000,,,0,0,en,Twitter for iPhone,False,51204466,,False,8175,650,906,2789,10,6/26/2009 20:07,DanceDadTim,Author of All In My Amazing Journey As A Dance Dad. Available Now on paperback and E Book,@Earnest_T_Bass @tomselliott @PressSec Botox is probably in the infrastructure bill as well.,,4
9742,5/2/2021 15:15,1390000000000000000,,,,6,0,en,Twitter for iPhone,False,2455824056,United States,False,6608,6885,276438,160836,67,4/21/2014 2:11,RZimms,"We can't help everyone, but everyone can help someone. Ronald Reagan  #KAG",RT @SenJohnBarrasso: This staggering amount of spending is like someone with a new credit card. Anybody that says Biden’s “infrastructure”…,,4
8189,5/3/2021 1:16,1390000000000000000,,,,29,0,en,Twitter for iPhone,False,798000000000000000,"Florida, USA",False,1192,3371,99990,556404,33,11/14/2016 23:02,TrumpWatchNews,Updating Americans on the latest Trump and White House news stories by a team of journalists and investigative reporters. We stand together for human rights.,RT @SenGaryPeters: No matter where you live in Michigan you deserve access to safe and clean drinking water. I was proud to help pass criti…,,-4
2193,5/5/2021 15:32,1390000000000000000,,,,15,0,en,Twitter Web App,False,30098259,Seattle,True,6838,3131,21351,34193,166,4/9/2009 23:37,jamalraad,"Co-founder/Executive Director @EvergreenAction. Working toward all-out mobilization to defeat the climate crisis. @JayInslee, @SenJeffMerkley, Space Camp alum","RT @ClimatePower: WATCH: On @11thHour, @SenatorReid lays out the urgent case for the clean energy investments in @POTUS' American Jobs Plan…",,-4
13059,4/30/2021 21:00,1390000000000000000,,,,748,0,en,Twitter for Android,False,22999147,Indiana,False,1050,5001,158662,82120,20,3/5/2009 23:42,anitra_larae,"Raised in a Library by a Pack of Social Workers. Artist, Actress, Libertine & Witch-Wife. Opinions Are Totally Completely 💯 Mine","RT @TheRickyDavila: This morning, @MSNBC’s Stephanie Ruhle destroyed GQP bigoted Gov Jim Justice over the anti-Trans bill banning Trans chi…",,-4
12362,5/1/2021 1:30,1390000000000000000,,,,16,0,en,Twitter for iPad,False,634706965,,False,2334,2198,39187,217562,67,7/13/2012 16:45,petesrod,"Loves God, Country, Freedom, Patriot, Veteran, Cool, Laid Back, Smooth, Live and Let Live, Salsero. Opinions are my own. Retweets =/= endorsements. #MMA #Resist",RT @Emolclause: This of course means they will also oppose the upcoming infrastructure bill then turn around and take credit for it. TrumpG…,,-4
12503,5/1/2021 0:43,1390000000000000000,1390000000000000000,,,0,0,en,Twitter Web App,False,290329192,NW,False,145,193,12880,11225,1,4/30/2011 3:21,Illasist,"student
educator
father
lover
activist",@komonews So what your saying is that we need a massive infrastructure spending bill in this country?,,-4
14532,4/30/2021 15:40,1390000000000000000,,,,69,0,en,Twitter for Android,False,14605358,USA,False,5062,4872,484778,79760,6,4/30/2008 20:23,WaltsPrincesss,"Mom of 3 boys, two with autism, Huge Disney fan!","RT @RepMikeJohnson: $1.9 Trillion “COVID” bill — only 9% went to health care spending

$2.3 Trillion “infrastructure” bill — only 6% goes t…",,4
9455,5/2/2021 16:21,1390000000000000000,,,,376,0,en,Twitter for Android,True,3322888575,South Wales,False,1075,2315,46671,38861,17,6/13/2015 12:29,CuriousCrippin,"Dad of 3,Punk, Swansea City FC,Ink,Drug Policy, Harm Reduction,#dyslexia #dyspraxia#ADD,Bsc,Msc#maturestudent #sociology  #criminology #Socialist #IndyWales✊","RT @atrupar: “In your state of Louisiana, the rate of child poverty is 25% ... 42% of residents in Louisiana do not have access to child ca…",,-2
15152,4/30/2021 14:46,1390000000000000000,,,,256,0,en,Twitter for iPhone,False,2656765981,"Virginia, USA",False,11389,9271,94207,48082,9,7/18/2014 13:29,RebelPussy,"Pissed Off Granny in the No. Shen Valley, VA. #DMV Trump is but a symptom of the disease of white elite power & corruption ! #VA10 🌪#resist #BLM #LGBTQ","RT @SenWarren: People in Massachusetts and across the country deserve safe drinking water free of lead, PFAS, and other dangerous pollutant…",,-4
9992,5/2/2021 14:01,1390000000000000000,,,,496,0,en,Twitter for iPhone,False,1375629608,,False,43,108,41352,12868,0,4/23/2013 22:34,mdecesare03,,"RT @DearAuntCrabby: Repub Politicians are such idiots
An Infrastructure Bill would NOT ONLY create construction jobs. It would also mean:
E…",,-4
10072,5/2/2021 13:47,1390000000000000000,,,,80,0,en,Twitter for Android,False,2280814374,,False,1894,3177,79246,85697,1,1/7/2014 16:06,danamdc333,"Mother-of-two, Brown, POC. 4-ever Blue!","RT @SenWhitehouse: This was great, but ‘Aqueduct Caucus’ of the Senate needs to understand that infrastructure in the 21st Century isn’t li…",,-4
12700,4/30/2021 23:38,1390000000000000000,,,,0,0,en,Twitter Web App,True,228509892,"Salt Lake City, Utah",False,767,676,23438,3692,5,12/19/2010 23:04,campaignist1,"Even when you fall on your face, you're still moving forward. He/Him","I hate Joe Chickenshit Manchin so much. He keeps hiding behind procedure: ""Oh I want to grant DC statehood and fix the filibuster and do everything in the infrastructure bill, buuuuuuut we gotta fill out the right form, otherwise ¯\_(ツ)_/¯."" https://t.co/2vLoRSmMYf",,-2
2794,5/5/2021 3:44,1390000000000000000,,,,57,0,en,Twitter Web App,False,908000000000000000,,False,861,1882,23837,3095,1,9/12/2017 19:50,Voter_for_USA,The only thing I cannot tolerate is intolerance.,"RT @chbrkr: Mitch McConnell has announced that NOT ONE  Republican will vote for the infrastructure bill that will create millions of jobs,…",,-4
5977,5/3/2021 22:29,1390000000000000000,1390000000000000000,,,0,0,en,Twitter Web App,False,3106765193,The Fortress,False,1,67,161,878,1,3/23/2015 5:01,Alexand14280897,Father and family man. Married 20 yrs with kids living in the Commonwealth and Diamond City. Exploring the wasteland for lost knowledge while avoiding raiders.,@CawthornforNC @All435Reps I guess she is dealing with it like republicans dealt with immigration/security bill they put forward.  She is dealing with it like republicans dealt with the infrastructure bill they put wrote  And she is dealing with it like republicans dealt with the healthcare bill authored.,,-4
6508,5/3/2021 18:42,1390000000000000000,,,,4,11,en,Hootsuite Inc.,False,18103125,"Charlottesville, VA",True,11988,1991,6472,6002,330,12/13/2008 19:13,selc_org,The Southern Environmental Law Center is celebrating 30+ years of protecting the South’s environment—and the people who depend on it for our health & wellbeing.,"SELC is encouraged to see the Drinking Water and Wastewater Infrastructure Act of 2021 pass the Senate floor with broad bipartisan support. This bill will improve access to clean, safe water. #ProtectCleanWater 

In @nytimes: https://t.co/G5rYRoauNW",,-4
15561,4/30/2021 12:43,1390000000000000000,,,"Place(_api=<tweepy.api.API object at 0x000002771CE9AA58>, id='7142eb97ae21e839', url='https://api.twitter.com/1.1/geo/id/7142eb97ae21e839.json', place_type='admin', name='Georgia', full_name='Georgia, USA', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002771CE9AA58>, type='Polygon', coordinates=[[[-85.605166, 30.355644], [-80.742567, 30.355644], [-80.742567, 35.000771], [-85.605166, 35.000771]]]), attributes={})",0,0,en,Twitter for iPhone,False,2869614799,atlanta,False,94,152,9,183,0,10/21/2014 22:08,drweswilson,,Hello Americans do no b misled by the government’s infrastructure stimulus bill the left is pitching the bill as a way to help the people and economy however the truth is this bill is an effort to increase government control over us look into it,,3
15486,4/30/2021 13:12,1390000000000000000,,,,29,0,en,Twitter Web App,False,22142287,,False,289,935,30954,15431,1,2/27/2009 14:07,Pipa_T,"Lover of Bridge Mix, Merlot & South Park, laughs a lot & is often inappropriate ¯\_(ツ)_/¯",RT @CBSNews: Senate overwhelmingly approves $35 billion bipartisan water infrastructure bill https://t.co/jDrXesNMAZ,,-4
8431,5/2/2021 23:44,1390000000000000000,,,,376,0,en,Twitter for iPhone,True,14421337,,False,603,1715,232245,184857,30,4/17/2008 14:39,waaaaahat,,"RT @atrupar: “In your state of Louisiana, the rate of child poverty is 25% ... 42% of residents in Louisiana do not have access to child ca…",,-2
6086,5/3/2021 21:31,1390000000000000000,,,,144,0,en,Twitter for Android,False,1149747295,"California, USA",False,355,760,154031,22656,1,2/5/2013 2:49,dickeyx2,"Like Dionne Warwick, I am not writing a bio.","RT @Emma_Hurt: .@SenOssoff in Dalton today @QCELLS_NA, the largest solar panel manufacturer in the Western Hemisphere.

Calls the infrastru…",,-2
5764,5/4/2021 0:12,1390000000000000000,,,,202,0,en,Twitter for Android,False,4828177518,"Nevada, USA",False,15,174,8613,7266,0,1/29/2016 1:51,ArmyWife82001,"USA Pride.  Army wife & Navy widow. Lover of Liberty.  Artist, Poet, Writer and hugger of trees and animals.",RT @RepDLesko: Biden has already signed a nearly $2 trillion so-called “COVID-19 relief” bill. Now he’s pushing a $2 trillion “infrastructu…,,3
9855,5/2/2021 14:41,1390000000000000000,,,,496,0,en,Twitter for Android,False,120910931,"Pennsylvania, USA",False,791,1903,60006,39995,7,3/7/2010 23:43,ralph66mg,"I’d like to teach the World to sing
in Perfect Harmony  🎵🎶                      

#TheResistance #NeverTrump 
#VietnamVet   
#MPH (Chapel Hill) #NittanyLion","RT @DearAuntCrabby: Repub Politicians are such idiots
An Infrastructure Bill would NOT ONLY create construction jobs. It would also mean:
E…",,-4
6300,5/3/2021 20:02,1390000000000000000,,,,59,0,en,Echofon,False,16535217,"Katy, TX",False,60,59,1366,1808,0,9/30/2008 21:29,stephenadams,"Father, Husband, Spiritual Warrior, Truck Driver, Customer Service, Sales Consultant,","RT @marwilliamson: 1/ McConnell says he’s open to an infrastructure bill that both sides agree on, but he’s not open to any change to the 2…",,4
4295,5/4/2021 15:33,1390000000000000000,,,,98,0,en,Twitter for iPad,False,362247968,,False,145,135,69114,167383,18,8/26/2011 2:39,Shibumi101,,"RT @Janet4OH: Mitch Mcconnell has announced that NO REPUBLICANS WILL VOTE FOR THE INFRASTRUCTURE BILL because, well, I guess they think our…",,-4
11606,5/1/2021 12:58,1390000000000000000,,,,396,0,en,Twitter for iPad,False,314468797,Pennsylvania,False,125,457,1306,85700,22,6/10/2011 9:31,tcas101,Nobody wins unless everybody wins...,"RT @MSNBC: .@SRuhle: ""According to US News &amp; World Report, West Virginia ranks 45th in education, 47th in health care, 48th on the economy,…",,-2
4504,5/4/2021 14:13,1390000000000000000,,,,1,0,en,Twitter Web App,False,4816492773,,False,326,1182,78547,15931,2,1/15/2016 18:27,selontheweb,"she/they

a communist.

follow me on arena: https://t.co/pSNjmjbwAK

half of haha yeah sometimes","RT @Wolven: …so hey, about that infrastructure bill…

""Rail overpass collapse in Mexico City kills at least 23 and injures at least 65""  ht…",,-2
13847,4/30/2021 17:14,1390000000000000000,,,,2122,0,en,Twitter for Android,False,264802114,"Texas, USA",False,138,523,13830,14604,19,3/12/2011 13:49,neliaong,Educator,"RT @mmpadellan: Republicans are against:
- The COVID Relief Bill
- $15 minimum wage
- Billionaires paying taxes
- Infrastructure
- Voting r…",,-4
2870,5/5/2021 2:37,1390000000000000000,1390000000000000000,,,0,0,en,Twitter for Android,False,382000285,Samson,False,61,145,4571,5223,0,9/29/2011 9:46,alika672000,,"@RepDanKildee @SenStabenow Converting our public transportation to electric is one of the best ways we can create jobs, modernize our crumbling infrastructure, and fight the climate crisis. That’s why @RepAndyLevin, @SenMarkey, @RepAOC and I have a big new bill: the #BuildGreen Act. https://t.co/HsKmB8gJkM https://t.co/IGg2h1wg8r",,-4
2360,5/5/2021 14:08,1390000000000000000,,,,110,0,en,Twitter Web App,False,987767390,,False,725,1530,123158,69981,2,12/4/2012 1:13,mysterybookss,,RT @zuessgirasoleme: President Biden's speech was pitch perfect. He is the President for our time. The Infrastructure Bill is the best one…,,-4
9556,5/2/2021 16:09,1390000000000000000,,,,376,0,en,Twitter Web App,True,50437613,"byram twp, new jersey",False,2567,1476,72805,151093,132,6/24/2009 20:59,scott_olson,"putting the 'mental' in environmental activism. i do NOT suffer fools gladly! frequent dropper of f-bombs (if that offends you, don’t follow). anti-racist. #BLM","RT @atrupar: “In your state of Louisiana, the rate of child poverty is 25% ... 42% of residents in Louisiana do not have access to child ca…",,-2
14928,4/30/2021 15:05,1390000000000000000,,,,256,0,en,Twitter for Android,False,39597250,,False,566,2024,58064,88207,30,5/12/2009 21:12,tcely,"IT enthusiast. TV addict. A systems admin / tinkerer, who is also curious about development, network and security fields.","RT @SenWarren: People in Massachusetts and across the country deserve safe drinking water free of lead, PFAS, and other dangerous pollutant…",,-4
16021,4/30/2021 7:51,1390000000000000000,,,,37,0,en,Twitter for Android,False,1120000000000000000,"Indianapolis, IN",False,171,297,548,85395,1,4/29/2019 20:26,podcast_kitchen,A podcast that focuses on hot points of @cra5hD and Bubba Jay's life.  Based on the Kitchen Conversations held around Jay's family table.🔃=/=👍,RT @thehill: Senate passes bipartisan $35 billion water infrastructure bill https://t.co/Cy2Be1ECXr https://t.co/YEdAd89eT5,,-4
13100,4/30/2021 20:45,1390000000000000000,1390000000000000000,,,1,26,en,Twitter Web App,False,188103539,San Francisco,False,6709,994,320390,14445,72,9/7/2010 23:00,samdman95,"From DC, lived in LA, now in SF 🌁 

Better cities and transit are possible  🚇🚞 

""Jeopardy Legend"" - @RigelRobinson","@RatherReadABook @PoliticsWolf @mehdirhasan i hate manchin but the difference is we get no american rescue plan, no infrastructure bill, and no judges because mcconnell controls the senate",,-3
9583,5/2/2021 16:03,1390000000000000000,,,,496,0,en,Twitter for Android,False,2874092008,,False,468,1833,43856,33377,1,11/12/2014 18:21,nevertrump76,,"RT @DearAuntCrabby: Repub Politicians are such idiots
An Infrastructure Bill would NOT ONLY create construction jobs. It would also mean:
E…",,-4
16598,4/30/2021 2:41,1390000000000000000,,,,39,0,en,Twitter for Android,False,113144585,"Fort Worth, TX",False,1218,4079,15062,84791,214,2/10/2010 21:16,molacc,"Productivity, Security Solutions and  Service Provider,- https://t.co/QpTKeDxevc #molaccproductivitysolution",RT @thehill: Senate passes bipartisan $35 billion water infrastructure bill https://t.co/alb3FikAzc https://t.co/YAlg8OGL4b,,-4
6534,5/3/2021 18:35,1390000000000000000,,,,4,0,en,Twitter for iPhone,True,3141161314,Cloud 9,False,278,767,41710,45775,40,4/6/2015 17:14,hag153,dreaming about the ocean // ENFP // she/they,"RT @Oceanwire: .
Have you heard about the Clean Electricity Standard?

It's in the Biden-Harris infrastructure bill

You *need* to learn ab…",,-4
11598,5/1/2021 13:01,1390000000000000000,,,,11,0,en,Twitter for iPhone,False,4602838992,Taipei,False,164,383,8260,45687,3,12/19/2015 12:16,shangxiaqixin,More truth at GNews (https://t.co/3MtO74201X) and G-TV (https://t.co/1tvk46KPkp),"RT @Byron_Wan: The Texas Senate unanimously approved Senate Bill 2116, aka “Lone Star Infrastructure Protection Act”, which prohibits Texas…",,0
3601,5/4/2021 20:47,1390000000000000000,1390000000000000000,,,0,2,en,Twitter for iPhone,False,237468502,"San Francisco, CA",False,22,81,4534,1686,0,1/12/2011 22:36,merrell91,Chinese American. Son of immigrant. Fiscal Conservative.,@JTru08213726 @Chesschick01 How much did you contribute to that infrastructure bill? This was a canned response from Obama when saying “you didn’t build that”,,-3
8115,5/3/2021 1:55,1390000000000000000,,,,376,0,en,Twitter for Android,True,22232322,Gulf Coast - Texas,False,2356,4324,67752,809139,307,2/28/2009 5:34,akuma_river,"Freedom of speech is a god-given right; Censorship is the work of the devil. Hate speech becomes violence. Evil people deserve shunning.

QAnon are terrorists.","RT @atrupar: “In your state of Louisiana, the rate of child poverty is 25% ... 42% of residents in Louisiana do not have access to child ca…",,-2
4733,5/4/2021 12:21,1390000000000000000,,,,11,0,en,Buffer,False,162527761,Minnesota,False,1199,570,125529,36419,55,7/3/2010 23:27,dburkland,"Cloud & IT Infra professional by day, motorcyclist, auto racing enthusiast, @Tesla-nerd by night. #NetAppATeam member","RT @garyblack00: Key drivers of $TSLA near term:
- 10-yr Treas ylds/inflation
- NTSB prelim report on TX crash
- Biden infrastructure bill/…",,0
8300,5/3/2021 0:30,1390000000000000000,,,,496,0,en,Twitter for Android,False,26346554,Southern CA,False,486,678,92680,82451,0,3/24/2009 22:49,Silvergt,Questions because I'm curious.....,"RT @DearAuntCrabby: Repub Politicians are such idiots
An Infrastructure Bill would NOT ONLY create construction jobs. It would also mean:
E…",,-4
6806,5/3/2021 17:01,1390000000000000000,,,,349,0,en,Twitter for Android,False,2922816861,,False,620,1353,67133,12608,2,12/15/2014 13:09,waladu2010,"Do not be deceived, he's a fake.  Study to show yourselves approved. The enemies of my Father are my enemies. I am a warrior for YHVH, The Living God of Israel.",RT @MsAvaArmstrong: The 2 Trillion dollar infrastructure bill only spends 5% on infrastructure.,,3
7172,5/3/2021 15:03,1390000000000000000,,,,4,0,en,Twitter Web App,False,10783522,"Okinawa, Japan ",False,2139,2086,77599,25439,74,12/2/2007 10:19,sirenamel,"河村 雅美/Dr. Masami Kawamura Director, the Informed-Public Project（IPP). IPP is an Okinawa-based environmental organization. IPPは沖縄の環境問題のNGO。博士（社会学）。大学非常勤講師。","RT @waltonwater: US govt water news: Senate passes water infrastructure bill, GAO identifies inaccuracies in EPA drinking water database, A…",,0
2206,5/5/2021 15:27,1390000000000000000,,,,21,0,en,Twitter Web App,False,394991629,,False,55,109,12367,18853,0,10/20/2011 23:26,djm21j2,,"RT @Heritage: Biden’s #AmericanJobsPlan is being used to hide an agenda that would cost American families, chase jobs out of the country, a…",,3
13902,4/30/2021 17:04,1390000000000000000,,,,8,0,en,Twitter Web App,False,370493987,,False,44,114,17780,7064,0,9/9/2011 3:39,VCradier,,RT @RepKevinBrady: Note: #Biden #Pelosi #Democrats insisting on giving  huge tax breaks to millionaires in a few Democratic states w/SALT r…,,4
1192,5/6/2021 2:50,1390000000000000000,,,,184,0,en,Twitter for iPad,False,48219360,"Wichita, Kansas",False,3112,1025,50048,1163551,964,6/18/2009 2:51,rjber15,Question authority. Trust yourself.,"RT @santiagomayer_: Reminder: 

Joe Biden wanted to negotiate on the infrastructure bill until Mitch McConnell said there’d be no Republica…",,-4
9202,5/2/2021 17:30,1390000000000000000,,,,4,0,en,Twitter for iPhone,False,382408203,,False,1575,2462,16365,60202,1,9/30/2011 1:02,Hemorn1,West Coast Liberal. Proud Nephrogy RN. Mom to rescued GSD and lover of everything L.A. No DMs.,"RT @Montyrk2: GOP senate group working with Biden on infrastructure, proposed 650 billion bill, which will wind up around 1 trillion at fin…",,-4
1473,5/5/2021 22:53,1390000000000000000,,,,47,0,en,Twitter Web App,False,32601311,,False,38,313,19041,14325,0,4/17/2009 21:34,irismariefrison,"I care about me, you, and everyone else. #MotherOf4 #ProudResister #ProudSSUTiger #ToThineOwnSelfBeTrue #TellTheTruth","RT @MSNBC: .@Maddow: ""Chuck Schumer is planning to add a bunch of immigration reform stuff to the infrastructure bill, to try to pass a lim…",,3
14289,4/30/2021 16:07,1390000000000000000,,,,2122,0,en,Twitter for iPad,False,26844428,"Everett, WA",False,86,442,389,16555,3,3/26/2009 20:39,doitbob,,"RT @mmpadellan: Republicans are against:
- The COVID Relief Bill
- $15 minimum wage
- Billionaires paying taxes
- Infrastructure
- Voting r…",,-4
3422,5/4/2021 22:29,1390000000000000000,,,,306,0,en,Twitter for Android,False,65517621,Peoples' Republic of Virginia,False,39789,43659,129252,219069,409,8/14/2009 0:52,smitty_one_each,"Christian, Navy.
You can't steal my joy, but I've an infinite supply that I'll cheerfully share.
And Epstein didn't kill himself.",RT @FogCityMidge: BREAKING: Democrats exploring forcing massive immigration reform into INFRASTRUCTURE bill. 😮,,3
727,5/6/2021 13:43,1390000000000000000,,,,0,0,en,Twitter for Android,False,807411067,,False,175,232,555,9690,5,9/6/2012 18:59,RobertSiese,"Old School Wrestling Aficionado, Boxing, 49ers, Giants, A's, Alpha Omega Wrestling  fan","I worked in Water Utilities for 30 years. Every year the cost of everything up. Why cut the amount of money on this infrastructure bill? Do they want to spend more later for less? How about investing in citizens for a change. People work, the economy thrives.",,-4
9651,5/2/2021 15:40,1390000000000000000,,,,3,0,en,Twitter for iPhone,False,73407166,🌎,False,1780,1189,165583,113172,15,9/11/2009 15:17,cdbrzezinski,Human Being. #GreenNewDeal #MedicareForAll #End4ProfitWars #PromotePeace #RCV #VoteByMail #BlackLivesMatter #MMT,"RT @newrepublic: With the right approach, a Medicare expansion would represent a significant incremental step toward single-payer healthcar…",,-4
12644,5/1/2021 0:06,1390000000000000000,,,,748,0,en,Twitter for Android,False,977121924,"Hollywood, FL",False,285,1306,93272,26080,1,11/28/2012 22:47,barbfacebook,Urbanism Junkie in SoFla,"RT @TheRickyDavila: This morning, @MSNBC’s Stephanie Ruhle destroyed GQP bigoted Gov Jim Justice over the anti-Trans bill banning Trans chi…",,-4
