,id,reply_to_id,coordinates,place,retweet_count,favorite_count,lang,source,is_quote_status,user_id,created_at,screen_name,user_loc,user_description,verified,followers_count,friends_count,favourites_count,statuses_count,listed_count,user_created_at,text,tweet category
211,1389369005601869826,1389367173215293443,,,1,3,en,Twitter for iPhone,FALSE,39636505,2021-05-03 23:59:18+00:00,lm222,,,FALSE,28,539,9167,5589,0,2009-05-13 00:10:25+00:00,"b'@AP It is so very unfortunate @SenSchumer @SpeakerPelosi and @POTUS will be able to act without @GOP support. @LeaderMcConnell is right to limit the scope of the bill to actual infrastructure and @JoeBiden should agree, but his far left will push for no compromise. We lose!'",2
212,1389368965927997441,1389225456860336128,,,0,0,en,Twitter for iPhone,FALSE,1370755100,2021-05-03 23:59:09+00:00,sap1028,"Michigan, USA",Retired healthcare executive terrified of the devastation eliminating ACA will cause Americans. Will block all bots. Excuse any typos.  I have M.S.,FALSE,1515,2485,49591,153651,4,2013-04-21 22:59:44+00:00,b'@mkraju That is not enough to get everything done in the infrastructure bill that is needed.',
213,1389368872298455042,,,,10,0,en,Twitter Web App,TRUE,1235401491466178561,2021-05-03 23:58:47+00:00,Crackler5555,"Calgary, Alberta","An autistic metalhead and horror fan.
Former PPC founder (I regret this)

Anime data mod for @anilistco",FALSE,158,247,136667,15201,4,2020-03-05 03:08:07+00:00,"b'RT @RyanGrieveAB: This is why Bill C-69 was such a terrible bill. It not only impacts energy projects, but also infrastructure projects. ht\xe2\x80\xa6'",
214,1389368799028187141,1389367506217967622,,,0,0,en,Twitter for Android,FALSE,73252056,2021-05-03 23:58:29+00:00,DrewJCraig,,,FALSE,8,133,466,1825,0,2009-09-10 23:33:06+00:00,"b""@BlakeEM_ So you're ready to discuss how Biden shattered the goals set for his first 100 days and how his infrastructure bill is the best economic strategy of the last 30 years and apologize for supporting Trump""",-1
215,1389368701938454528,1389368598783840265,,,0,0,en,Twitter Web App,FALSE,1019856475,2021-05-03 23:58:06+00:00,MichaelBindner,"Rockville, MD","Principal, Center for Fiscal Equity/Bindner Analytics. Catholic Radical author from the Illuminati.",FALSE,176,286,1692,31469,1,2012-12-18 14:09:10+00:00,"b'@TaxPolicyCenter @RenuZ Physical infrastructure would be funded as a separate bill through increased gas taxes, hot lanes or toll roads.\n\nIncreased taxes on speculation and high salaries is stimulus because it channels money from the speculation sector to those items of household spending, funded'",
216,1389368632086466561,,,,52,0,en,Twitter Web App,FALSE,210993736,2021-05-03 23:57:49+00:00,spsot,Athens Gr for even it seems,An HND Countryside Conservation graduate from Greece that was in Wales. Left thanks to Brexit and my mental health. Not wealthy or healthy enough for the UK.,FALSE,1989,1180,1971,429293,315,2010-11-02 00:31:30+00:00,"b'RT @AP: Opening the door to a smaller infrastructure bill, Sen. Mitch McConnell, the top Republican in the Senate, says his party is willin\xe2\x80\xa6'",
217,1389368630060765192,1389364366085136385,,,0,1,en,Twitter Web App,FALSE,1072885932121092102,2021-05-03 23:57:49+00:00,SaraSmirks,florida gulf coast,"retired science writer/communications pro. wife. mom. sailor. reader. many years in dc, overseas. Helping make Orwell fiction again. Matt's a goner. about time",FALSE,1376,1305,7613,15361,1,2018-12-12 16:08:34+00:00,"b""@ReadYouForFree @DevilWearsMAGA which is why Biden's infrastructure bill is important. $ from us for us.""",
218,1389368521780514819,1389367173215293443,,,0,1,en,Twitter for Android,FALSE,1336104220643254273,2021-05-03 23:57:23+00:00,janana_janana1,"Maryland, USA","Old white lady' ~ fiercely believes Black lives matter! 

Graphic designer • teacher • artist • yogi  • daughter • sister • wife • mom • nana •",FALSE,129,372,6972,3712,1,2020-12-08 00:24:18+00:00,"b'@AP #TermLimits \n@LeaderMcConnell - You are wayy out of touch regarding ""infrastructure."" Not to mention, no meaningful Infrastructure Bill has been put into law during your tenure, Mr. Kentucky-is-one-of-the-poorest-states-in-the-US.'",-1
219,1389368510510342147,,,,10,0,en,Twitter Web App,TRUE,4328075054,2021-05-03 23:57:20+00:00,RyanGrieveAB,"Alberta, Canada","Policy Wonk • Politico • I tweet about economics, energy, politics, public policy, stocks, and technology.",FALSE,2973,3284,128,315,24,2015-11-22 23:43:02+00:00,"b'RT @RyanGrieveAB: This is why Bill C-69 was such a terrible bill. It not only impacts energy projects, but also infrastructure projects. ht\xe2\x80\xa6'",
220,1389368417812054021,,,,1,5,en,Twitter Web App,FALSE,409824643,2021-05-03 23:56:58+00:00,leftcoastbabe,,"Substitute driver on bus to hell. 
Snark WILL help us survive.  
Proud Dem for life, from Shirley Chisholm to Joe Biden. Also now always a fan of @amyklobuchar",FALSE,19605,7787,135600,149563,75,2011-11-11 08:19:43+00:00,"b'Our educational system is as foundational as our brick &amp; mortar infrastructure:  \nWhile Democrats might compromise on infrastructure bill, we should never compromise on broadband access. It will be as necessary as concrete &amp; steel for future generation to build bridges, and more.'",
221,1389368304708562945,,,,52,0,en,Twitter for Android,FALSE,131438470,2021-05-03 23:56:31+00:00,alienintraining,Earth,Not You,FALSE,925,3867,23259,33816,184,2010-04-10 07:53:55+00:00,"b'RT @AP: Opening the door to a smaller infrastructure bill, Sen. Mitch McConnell, the top Republican in the Senate, says his party is willin\xe2\x80\xa6'",
222,1389368284848529416,1387946114599596033,,,0,1,en,Twitter for Android,FALSE,1361854641886142464,2021-05-03 23:56:26+00:00,jezbcuz,,Look for the subtle clues.,FALSE,4,36,365,219,0,2021-02-17 01:47:37+00:00,"b'@leaderandtimes @manifestantes12 @Liz_Cheney @JoeBiden ""raising taxes on the ultra rich to pay for your infrastructure bill is 100% off the table""\n    - some Republican legislator\n\nThey\'re the ones who aren\'t interested in being included in any serious policies.'",-2
223,1389368183522463756,,,,0,0,en,Twitter for Android,FALSE,1347218019769085957,2021-05-03 23:56:02+00:00,BWalchock,United States,,FALSE,35,1359,3250,989,0,2021-01-07 16:27:14+00:00,b'President Biden needs to add mental institutions to his infrastructure bill',
224,1389368006623457282,1389367173215293443,,,1,25,en,Twitter Web App,FALSE,3106765193,2021-05-03 23:55:20+00:00,Alexand14280897,The Fortress,Father and family man. Married 20 yrs with kids living in the Commonwealth and Diamond City. Exploring the wasteland for lost knowledge while avoiding raiders.,FALSE,1,67,161,871,1,2015-03-23 05:01:28+00:00,"b""@AP They are?  Then why didn't they propose an infrastructure bill during the last administration when they controlled the house, senate, and executive branch.  Instead they opted to author a tax break that had no way to pay for it.""",
225,1389367968715448322,,,,59,0,en,Twitter for Android,FALSE,2744157515,2021-05-03 23:55:11+00:00,uttenreither,,,FALSE,39,254,543,1193,0,2014-08-16 04:20:01+00:00,"b'RT @marwilliamson: 1/ McConnell says he\xe2\x80\x99s open to an infrastructure bill that both sides agree on, but he\xe2\x80\x99s not open to any change to the 2\xe2\x80\xa6'",
226,1389367947513237508,1389366793458835457,,,0,0,en,Twitter for Android,FALSE,1276700220215177217,2021-05-03 23:55:06+00:00,ElizabethKlave3,Small town Florida,Son is L.E.O.  Daughter was EMT now she's a stay at home wife and mom.  I Back the Blue and all First Responders.  Staying here until I'm done. #MAGA,FALSE,7037,5157,9192,16866,1,2020-06-27 02:14:05+00:00,"b""@LTrimarche You know what if they can stop this stupid infrastructure bill and force it to be redone to actually cover infrastructure I don't care what they are. That's on their conscience.""",2.5
227,1389367853371977728,,,,0,0,en,Twitter for Android,FALSE,14802013,2021-05-03 23:54:44+00:00,twilight2000,Left Coast of the US,"Writer, teacher, mother, event planner, software engineer & paleowhovian. I twitter politics & am often shocked at just how crazy the extreme right can get.",FALSE,1681,740,13802,255408,194,2008-05-16 18:10:32+00:00,"b""https://t.co/pj4W2vFpxo really? I you're refusing Federal $$ for a bridge between Kentucky &amp; Ohio your constituents regard as so dangerous they won't even drive on it because it's contained in @JoeBiden's infrastructure bill? What kind of #reprobate are you?""",-1
228,1389367800012197891,,,,52,0,en,Twitter for iPhone,FALSE,18802520,2021-05-03 23:54:31+00:00,Bill1949,United States,"Proud Republican.    Democrats are Looney Tunes. Clowns 🤡 on display, everyday.",FALSE,434,241,40318,63328,13,2009-01-09 14:39:55+00:00,"b'RT @AP: Opening the door to a smaller infrastructure bill, Sen. Mitch McConnell, the top Republican in the Senate, says his party is willin\xe2\x80\xa6'",2
229,1389367665613885440,,,,0,0,en,Twitter Web App,FALSE,808315080,2021-05-03 23:53:59+00:00,searchingthru,space,"Former mental gymnast. Aspiring logicbro. There is no edge.

RT = 🤔

""My strength is not that I’m smarter, it’s that I’m more willing to offend the crowd.""",FALSE,232,5001,20681,22647,3,2012-09-07 06:36:24+00:00,"b'https://t.co/FA7ffDmlSR\n""There\xe2\x80\x99s nothing saying Republicans have to help pass passion projects masquerading as an \xe2\x80\x9cinfrastructure\xe2\x80\x9d bill simply because Biden fashions himself the modern FDR.""'",
230,1389367647419179009,,,,52,0,en,Twitter Web App,FALSE,3598690345,2021-05-03 23:53:55+00:00,ADagostinoTV,"Lincoln, NE",KLKN ABC 8 Photojournalist | ad'agostino@klkntv.com | Cal U '18 Radio/TV Graduate | Views and Expressions are my own and not reflective of Standard Media Group,FALSE,663,1133,121811,36997,10,2015-09-17 22:43:40+00:00,"b'RT @AP: Opening the door to a smaller infrastructure bill, Sen. Mitch McConnell, the top Republican in the Senate, says his party is willin\xe2\x80\xa6'",
231,1389367627626074115,,,,52,0,en,Twitter Web App,FALSE,920417908630503424,2021-05-03 23:53:50+00:00,AJSnarffington,"California, USA",🤨,FALSE,82,109,14859,33631,0,2017-10-17 22:35:04+00:00,"b'RT @AP: Opening the door to a smaller infrastructure bill, Sen. Mitch McConnell, the top Republican in the Senate, says his party is willin\xe2\x80\xa6'",
232,1389367536500740097,,,,9,0,en,Twitter for Android,FALSE,1014180613522370563,2021-05-03 23:53:28+00:00,cloudbart,"Asheville, NC","Level 17 Musician-Artist-Dinosaur-Geek
Opinions My Own He/Him
#Cloud #AWSCommunityBuilder Expert Trainer
#cbtntrainer #awscertified https://t.co/SOFH5oBXCU",FALSE,3738,1108,20263,10101,40,2018-07-03 16:14:35+00:00,"b'RT @QuinnyPig: This is directionally the kind of bill that cloud has made disappear. ""Build a silly site"" costs pennies; if it hits, costs\xe2\x80\xa6'",
233,1389367501482610691,,,,52,0,en,Twitter for iPhone,FALSE,93751971,2021-05-03 23:53:20+00:00,RenouldChosen86,Orlando,"I'm About Ambition and enjoy living life to the fulliest,ig:renould_P2088 Love,Health,Patience, I embrace it. I'm also a Future Multimillionair. Greatness",FALSE,1531,1618,37053,15558,4,2009-12-01 00:50:01+00:00,"b'RT @AP: Opening the door to a smaller infrastructure bill, Sen. Mitch McConnell, the top Republican in the Senate, says his party is willin\xe2\x80\xa6'",
234,1389367423481139206,1389330252430721024,,,0,0,en,Twitter for Android,FALSE,1277456523208212480,2021-05-03 23:53:01+00:00,Eek_Rat,"Wisconsin, USA",Father to space and time. Art director. Illustrator.,FALSE,65,464,3809,1317,0,2020-06-29 04:19:29+00:00,"b""@SenTomCotton That infrastructure bill would create tons if new jobs. Also, if immigrants know anything about the US, your state won't be high on the list of new resident consideration.""",
235,1389367349652824068,,,,201,0,en,Twitter for iPhone,FALSE,1097441844147892224,2021-05-03 23:52:44+00:00,DannyCh83145536,Singapore,常自见己过，与道即相当,FALSE,273,748,53852,54538,3,2019-02-18 10:24:59+00:00,b'RT @RepDLesko: Biden has already signed a nearly $2 trillion so-called \xe2\x80\x9cCOVID-19 relief\xe2\x80\x9d bill. Now he\xe2\x80\x99s pushing a $2 trillion \xe2\x80\x9cinfrastructu\xe2\x80\xa6',
236,1389367346930667522,,,,52,0,en,Twitter for Android,FALSE,563549001,2021-05-03 23:52:43+00:00,abacus003,,RT not endorsements,FALSE,545,2512,71868,173443,5,2012-04-26 05:31:56+00:00,"b'RT @AP: Opening the door to a smaller infrastructure bill, Sen. Mitch McConnell, the top Republican in the Senate, says his party is willin\xe2\x80\xa6'",
237,1389367299774222339,,,,52,0,en,Twitter for Android,FALSE,1502763920,2021-05-03 23:52:32+00:00,ManutdMMM,Earth,"Democratic. Justice, solidarity, coexistence. Symbiosis.freedom. Development . Political. sport. Meditation .",FALSE,558,5010,70937,64338,3,2013-06-11 12:35:06+00:00,"b'RT @AP: Opening the door to a smaller infrastructure bill, Sen. Mitch McConnell, the top Republican in the Senate, says his party is willin\xe2\x80\xa6'",
238,1389367282611142656,,,,52,0,en,Twitter for Android,FALSE,720969452242804737,2021-05-03 23:52:28+00:00,ultradeadd,1965,security/politics                                                                                                   *nothing is endorsement,FALSE,325,1064,197032,37128,3,2016-04-15 13:38:07+00:00,"b'RT @AP: Opening the door to a smaller infrastructure bill, Sen. Mitch McConnell, the top Republican in the Senate, says his party is willin\xe2\x80\xa6'",
239,1389367268484599812,,,,0,0,en,Twitter Web App,TRUE,1267164088599076864,2021-05-03 23:52:24+00:00,MalamaMaluhia,,I stand for peace with ferocious compassion.,FALSE,72,247,22633,27188,0,2020-05-31 18:41:13+00:00,"b""Guess what?\nFuck mcconnell \nJust pass the Infrastructure bill\nKids don't need to be \nDrinking lead. https://t.co/INh2q68xhS""",
240,1389367255859929092,,,,52,0,en,Twitter for iPhone,FALSE,447673329,2021-05-03 23:52:21+00:00,ShortArmOtheLaw,,"RTs not endorsements; may be, in fact, a public damning.",FALSE,1196,5000,50783,217282,23,2011-12-27 04:36:00+00:00,"b'RT @AP: Opening the door to a smaller infrastructure bill, Sen. Mitch McConnell, the top Republican in the Senate, says his party is willin\xe2\x80\xa6'",
241,1389367249388060674,,,,23,0,en,Twitter for Android,FALSE,799015316,2021-05-03 23:52:20+00:00,springgurl42,,,FALSE,1165,5003,382578,24667,1,2012-09-02 20:45:24+00:00,"b'RT @PuestoLoco: @BeschlossDC WHEN will Joe Biden\xe2\x80\x99s @POTUS administration effectively be over??\n\nIn May, when Joe Manchin kills HR1/S1 votin\xe2\x80\xa6'",
242,1389367229909815302,,,,23,0,en,Twitter for iPhone,FALSE,785312144363368449,2021-05-03 23:52:15+00:00,Roxy4080,United States,Blue in red state..#StillWithHer Wear a damn 😷 Despise the GOP.,FALSE,4148,4999,345865,343329,55,2016-10-10 02:53:00+00:00,"b'RT @PuestoLoco: @BeschlossDC WHEN will Joe Biden\xe2\x80\x99s @POTUS administration effectively be over??\n\nIn May, when Joe Manchin kills HR1/S1 votin\xe2\x80\xa6'",
243,1389367174289055748,,,,201,0,en,Twitter for Android,FALSE,160631338,2021-05-03 23:52:02+00:00,patriciabellomo,"Detroit, MI",Novelist. #mafiaromance #mafiathriller / #MAGA. Proud Patriot. Trump 2020.,FALSE,2662,2548,199531,115452,31,2010-06-28 18:31:53+00:00,b'RT @RepDLesko: Biden has already signed a nearly $2 trillion so-called \xe2\x80\x9cCOVID-19 relief\xe2\x80\x9d bill. Now he\xe2\x80\x99s pushing a $2 trillion \xe2\x80\x9cinfrastructu\xe2\x80\xa6',2.5
244,1389367173215293443,,,,52,155,en,SocialFlow,FALSE,51241574,2021-05-03 23:52:01+00:00,AP,Global,"News from The Associated Press, and a taste of the great journalism produced by AP members and customers.",TRUE,15178241,6886,3293,289943,99989,2009-06-26 21:48:52+00:00,"b""Opening the door to a smaller infrastructure bill, Sen. Mitch McConnell, the top Republican in the Senate, says his party is willing to spend up to $600 billion for roads, bridges and other projects. That's far less than President Biden is seeking. https://t.co/RHOHV5B3Fr""",0
245,1389367124439617540,,,,5,0,en,Twitter for Android,FALSE,1082947921,2021-05-03 23:51:50+00:00,jason_mingo,"Melbourne, Victoria","Loving life, and saving the world one step at a time.
All opinions are my own",FALSE,480,581,2637,3992,7,2013-01-12 13:13:45+00:00,"b'RT @BCWaterNews: The measure, the Drinking Water and Wastewater Infrastructure Act of 2021, would put $35 billion toward state water infras\xe2\x80\xa6'",
246,1389367089866153993,,,,4,0,en,Twitter for Android,FALSE,830969647839186945,2021-05-03 23:51:42+00:00,annmariechez,earth,"I like when people don't lie. I think most humans are all the same underneath, except Republicans. Not sure they're human. Twitter isn't for sissies.",FALSE,1753,1480,91388,40787,6,2017-02-13 02:39:37+00:00,"b'RT @PuestoLoco: @realTuckFrumper WHEN will Joe Biden\xe2\x80\x99s @POTUS administration effectively be over?\n\nIn May, when Joe Manchin kills HR1/S1 vo\xe2\x80\xa6'",-1
247,1389367022874763267,,,,201,0,en,Twitter for iPhone,FALSE,1298794621536002051,2021-05-03 23:51:26+00:00,jenejen81270878,,Wife mother grandmother artist,FALSE,41,446,47404,7508,0,2020-08-27 01:29:26+00:00,b'RT @RepDLesko: Biden has already signed a nearly $2 trillion so-called \xe2\x80\x9cCOVID-19 relief\xe2\x80\x9d bill. Now he\xe2\x80\x99s pushing a $2 trillion \xe2\x80\x9cinfrastructu\xe2\x80\xa6',
248,1389366898597445637,,,,7,0,en,Twitter for Android,FALSE,2879004651,2021-05-03 23:50:56+00:00,ldjones80,Barbados,"Full time Dad, Full time Protector, Part time Investor, Part time Chef.",FALSE,53,254,3036,623,0,2014-11-16 03:19:15+00:00,b'RT @BigcountryI: #madtweets @jimcramer with Biden infrastructure bill on they way ..is it time to buy the beaten down electric school bus s\xe2\x80\xa6',
249,1389366887608291329,,,,201,0,en,Twitter for iPhone,FALSE,547814718,2021-05-03 23:50:53+00:00,JimBigDaddy,Where Libs Fear To Tread,"Teacher/Coach. Husband and Father, Football, Wrestling, Fitness, Conservative, NRA, 2nd Amendment, Proud U of Wyoming Grad.",FALSE,2234,2848,16631,65359,17,2012-04-07 16:29:01+00:00,b'RT @RepDLesko: Biden has already signed a nearly $2 trillion so-called \xe2\x80\x9cCOVID-19 relief\xe2\x80\x9d bill. Now he\xe2\x80\x99s pushing a $2 trillion \xe2\x80\x9cinfrastructu\xe2\x80\xa6',2
250,1389366824551256064,,,,23,0,en,Twitter Web App,FALSE,805597485498593280,2021-05-03 23:50:38+00:00,jaxtell123,Kansas,Retired science teacher. Proud Democrat.,FALSE,2258,2411,109089,35861,7,2016-12-05 02:19:42+00:00,"b'RT @PuestoLoco: @BeschlossDC WHEN will Joe Biden\xe2\x80\x99s @POTUS administration effectively be over??\n\nIn May, when Joe Manchin kills HR1/S1 votin\xe2\x80\xa6'",-1
251,1389366719991451652,,,,201,0,en,Twitter for iPhone,FALSE,4828084955,2021-05-03 23:50:13+00:00,MariaBonanno9,"Forgetaboutit, New Jersey, USA",Conservative #BuildTheWall #Navy #Nonsibisedpatriae #Trump #MAGA r #NRA Followed by Scott Baio John Batchelor Gen Flynn Sean Spicier ScottPresler Mike Lindell,FALSE,9942,7652,369042,314381,13,2016-01-20 00:19:02+00:00,b'RT @RepDLesko: Biden has already signed a nearly $2 trillion so-called \xe2\x80\x9cCOVID-19 relief\xe2\x80\x9d bill. Now he\xe2\x80\x99s pushing a $2 trillion \xe2\x80\x9cinfrastructu\xe2\x80\xa6',2.5
252,1389366710306705412,,,,7,0,en,Twitter for iPhone,FALSE,30716971,2021-05-03 23:50:11+00:00,McG32940,"California, USA","Come on people, Let’s build back better.",FALSE,281,800,99483,60173,0,2009-04-12 20:40:10+00:00,"b'RT @Megawatts55: The Republicans are talking about ""user fees"" with this Infrastructure Bill..Again, they put this on us and never seek oth\xe2\x80\xa6'",-1
253,1389366620179648524,,,,23,0,en,Twitter Web App,FALSE,708309848,2021-05-03 23:49:50+00:00,bndsnoopy61,MI,,FALSE,1464,5001,405293,466268,139,2012-07-21 03:54:46+00:00,"b'RT @PuestoLoco: @BeschlossDC WHEN will Joe Biden\xe2\x80\x99s @POTUS administration effectively be over??\n\nIn May, when Joe Manchin kills HR1/S1 votin\xe2\x80\xa6'",
254,1389366617528754181,,,,0,0,en,WordPress.com,FALSE,1062288634693500928,2021-05-03 23:49:49+00:00,rifnote,"Lagos, Nigeria","News Aggregation, Opinion, Analysis,
 Topics & More",FALSE,577,369,3034,123725,2,2018-11-13 10:18:41+00:00,b'Biden Infrastructure Bill: Republicans Should Not\xc2\xa0Negotiate https://t.co/SQ6lxHWwjI',
255,1389366369263800322,,,,201,0,en,Twitter Web App,FALSE,82636302,2021-05-03 23:48:50+00:00,NottaSheep,USA,"Here to expose the #FakeNewsMedia for the liars & hypocrites that they are. Geritol Joe is not my prez.  Gab: @nottasheep 
Followed by @tedcruz & @toddeherman",FALSE,2259,3628,15169,53656,26,2009-10-15 15:01:08+00:00,b'RT @RepDLesko: Biden has already signed a nearly $2 trillion so-called \xe2\x80\x9cCOVID-19 relief\xe2\x80\x9d bill. Now he\xe2\x80\x99s pushing a $2 trillion \xe2\x80\x9cinfrastructu\xe2\x80\xa6',2.5
256,1389366246655864833,,,,9,0,en,Twitter Web App,FALSE,887313361322594304,2021-05-03 23:48:21+00:00,poiThePoi,,I travel to take pictures and ride roller coasters.  Don't say you weren't warned.,FALSE,515,126,130513,57072,10,2017-07-18 14:09:25+00:00,"b'RT @QuinnyPig: This is directionally the kind of bill that cloud has made disappear. ""Build a silly site"" costs pennies; if it hits, costs\xe2\x80\xa6'",
257,1389366185674739716,,,,23,0,en,Twitter for iPhone,FALSE,189496721,2021-05-03 23:48:06+00:00,Enrico056,"Mesa, AZ. via Chicago,IL. ","Democrat & Roman Catholic Cancer Survivor. Follow Maple Leafs, Golden Knights of NHL.#TheResistance Broncos Country @NFL tRump for Treason!",FALSE,4013,4955,13577,671020,124,2010-09-11 12:34:37+00:00,"b'RT @PuestoLoco: @BeschlossDC WHEN will Joe Biden\xe2\x80\x99s @POTUS administration effectively be over??\n\nIn May, when Joe Manchin kills HR1/S1 votin\xe2\x80\xa6'",-1
258,1389365967499767810,,,,23,0,en,Twitter Web App,FALSE,582307923,2021-05-03 23:47:14+00:00,CallieKhouri,Nashville/Los Angeles,"Writer, Director, Producer, Appreciative listener",TRUE,25955,2277,77156,82877,343,2012-05-16 22:39:01+00:00,"b'RT @PuestoLoco: @BeschlossDC WHEN will Joe Biden\xe2\x80\x99s @POTUS administration effectively be over??\n\nIn May, when Joe Manchin kills HR1/S1 votin\xe2\x80\xa6'",
259,1389365868883103745,,,,23,0,en,Twitter Web App,FALSE,248936209,2021-05-03 23:46:50+00:00,88SEATTLE61,"Seattle, WA",Cousin of SoDo Slayer.  Man about town.  Enjoys the finer things in life like a SoDo Arena with Industrial Strength Transportation Flow / Connectivity.,FALSE,6439,7097,366646,649419,40,2011-02-08 01:09:31+00:00,"b'RT @PuestoLoco: @BeschlossDC WHEN will Joe Biden\xe2\x80\x99s @POTUS administration effectively be over??\n\nIn May, when Joe Manchin kills HR1/S1 votin\xe2\x80\xa6'",
260,1389365809408094210,,,,1,0,en,Twitter for Android,FALSE,1699988737,2021-05-03 23:46:36+00:00,ghanson2753,,Sometimes I stare at the Sun,FALSE,165,233,33844,20501,7,2013-08-25 19:21:32+00:00,b'RT @Staci_super11: @SenatorFischer @theindependent Relieved to hear you will support Biden\xe2\x80\x99s infrastructure Bill! I appreciate the bipartis\xe2\x80\xa6',
261,1389365765833363469,,,,23,0,en,Twitter Web App,FALSE,157099071,2021-05-03 23:46:26+00:00,PuestoLoco,Florida Central West Coast,Military Anchor Baby - Mom never saw the irony in calling me a Son-of-a-Bitch. ClusterTrump madness is killing my country.,FALSE,40091,5944,33530,442822,427,2010-06-18 21:27:39+00:00,"b'RT @PuestoLoco: @BeschlossDC WHEN will Joe Biden\xe2\x80\x99s @POTUS administration effectively be over??\n\nIn May, when Joe Manchin kills HR1/S1 votin\xe2\x80\xa6'",
262,1389365748372492289,1389336378874470400,,,23,34,en,Twitter Web App,FALSE,157099071,2021-05-03 23:46:22+00:00,PuestoLoco,Florida Central West Coast,Military Anchor Baby - Mom never saw the irony in calling me a Son-of-a-Bitch. ClusterTrump madness is killing my country.,FALSE,40091,5944,33530,442822,427,2010-06-18 21:27:39+00:00,"b'@BeschlossDC WHEN will Joe Biden\xe2\x80\x99s @POTUS administration effectively be over??\n\nIn May, when Joe Manchin kills HR1/S1 voting rights bill?\nIn July, when Joe Manchin kills the Infrastructure bill?\nIn September when Joe Manchin kills _______?\nSenator Me-me-me: @Sen_JoeManchin https://t.co/qKYE75m9TC'",
263,1389365539328479235,,,,1,0,en,Twitter for iPhone,FALSE,782306088276328450,2021-05-03 23:45:32+00:00,mariapcalavia,,,FALSE,225,210,50232,54989,1,2016-10-01 19:48:00+00:00,b'RT @AllenGreyhhs: @SenatorRomney This sounds like a fantastic initiative to be included with President Biden\xe2\x80\x99s infrastructure bill!',
264,1389365376492916738,,,,1,0,en,Twitter for Android,FALSE,1699988737,2021-05-03 23:44:53+00:00,ghanson2753,,Sometimes I stare at the Sun,FALSE,165,233,33844,20501,7,2013-08-25 19:21:32+00:00,"b'RT @Rebecca28049528: @SenatorFischer @theindependent Sounds like the US is in need of a comprehensive, robust infrastructure bill to move u\xe2\x80\xa6'",
265,1389365274000957440,,,,4,0,en,Twitter for iPhone,FALSE,823982481691000834,2021-05-03 23:44:29+00:00,BillTho96754083,,"Retired Firefighter farmer and small business owner.Lover of the planet,practice kindness , student of natural medicine , speaks mind but will apologize wtf eh!",FALSE,1009,1378,30824,60175,2,2017-01-24 19:55:07+00:00,"b'RT @PuestoLoco: @realTuckFrumper WHEN will Joe Biden\xe2\x80\x99s @POTUS administration effectively be over?\n\nIn May, when Joe Manchin kills HR1/S1 vo\xe2\x80\xa6'",
266,1389365155348193283,1389362301895995396,,,9,145,en,Twitter Web App,FALSE,97114171,2021-05-03 23:44:00+00:00,QuinnyPig,"San Francisco, CA",Chief Cloud Economist at the Duckbill Group. Father to @QuinnyPiglet & @theMunchQuinn. he/him Get my snarky take on AWS news: https://t.co/SmPMg1QFFi,FALSE,56361,692,75028,64416,928,2009-12-16 02:19:14+00:00,"b'This is directionally the kind of bill that cloud has made disappear. ""Build a silly site"" costs pennies; if it hits, costs scale with the traffic (assuming good architectural decisions). \n\nYou don\'t have to make a million dollar infrastructure bet up front anymore.'",
267,1389365121361711105,,,,4,0,en,Twitter Web App,FALSE,1337267084053553154,2021-05-03 23:43:52+00:00,TrumpIsTheEnemy,It's Happening Here,trump is the Enemy of the People🗽Two words: WELL REGULATED🗽The GOP is not a political party-it's a LYNCH MOB🗽imprison ALL JAN. 6 TERRORISTS🗽GOP is Bob Ewell,FALSE,794,1316,6475,29257,3,2020-12-11 05:25:26+00:00,"b'RT @PuestoLoco: @realTuckFrumper WHEN will Joe Biden\xe2\x80\x99s @POTUS administration effectively be over?\n\nIn May, when Joe Manchin kills HR1/S1 vo\xe2\x80\xa6'",
268,1389365079414493184,1389357247139024899,,,2,2,en,Twitter Web App,FALSE,141467307,2021-05-03 23:43:42+00:00,grape_stomper,Northern California,,FALSE,118,321,36282,9516,0,2010-05-08 05:03:33+00:00,b'@RepKatiePorter Yes but jobs needed too. Right now rebuild America only 1/3 first vaccine or more. People need stimulus cks. It this and infrastructure bill which GOP will block meanwhile people need help.',
269,1389364912401571844,1389364911483105281,,,0,0,en,WordPress.com,FALSE,44207207,2021-05-03 23:43:02+00:00,corndnc1,"Monticello, Kentucky","And they said, Believe on the Lord Jesus Christ, and thou shalt be saved, and thy house. Acts 16:31 http://t.co/Xyc2HzOyEW http://t.co/E4JT8VLQon",FALSE,1239,1885,3,80982,16,2009-06-02 21:01:41+00:00,"b'Approximately 7 percent of spending in the bill is aimed at boosting roads and bridges, or projects traditionally viewed as infrastructure by the public.'",2
270,1389364911483105281,1389364910648344580,,,0,0,en,WordPress.com,FALSE,44207207,2021-05-03 23:43:02+00:00,corndnc1,"Monticello, Kentucky","And they said, Believe on the Lord Jesus Christ, and thou shalt be saved, and thy house. Acts 16:31 http://t.co/Xyc2HzOyEW http://t.co/E4JT8VLQon",FALSE,1239,1885,3,80982,16,2009-06-02 21:01:41+00:00,b'Why would any sentient conservative participate in this deception? Biden\xe2\x80\x99s bill has as\xc2\xa0little to do with genuine infrastructure (https://t.co/OSDC8ndB9P)\xc2\xa0as his COVID-relief bill had to do with the pandemic.',-1
