,id,reply_to_id,coordinates,place,retweet_count,favorite_count,lang,source,is_quote_status,user_id,created_at,screen_name,user_loc,user_description,verified,followers_count,friends_count,favourites_count,statuses_count,listed_count,user_created_at,text,tweet category,2017 Pew Research Typology
539,1388579548833460224,,,,99,0,en,Twitter Web App,False,19625528.0,5/1/2021 19:42,JorgePM,,"Because I'm a robot, I don't have any emotions, and sometimes, that makes me sad",False,477,1253,25060,38052,29,1/27/2009 23:53,"b'RT @nytimes: ""Through his Covid relief bill and infrastructure proposals, Mr. Biden is striving to prove that government can craft policies\xe2\x80\xa6'",,-2.0
540,1388211368705368064,,,,145,0,en,Twitter for Android,False,1.01e+18,4/30/2021 19:19,JoseyRider,"Carabuela, Ecuador",Lifelong Activist. Marched 4 civil rights. Arrested marching against war & 4 protecting the environment. Worked 2 make choice reality 4 women.,False,5843,6403,668531,183829,5,6/20/2018 17:21,"b'RT @MSNBC: .@SRuhle: ""According to US News &amp; World Report, West Virginia ranks 45th in education, 47th in health care, 48th on the economy,\xe2\x80\xa6'",,-4.0
541,1389292286454939648,,,,8,24,en,Twitter for iPhone,False,86962204.0,5/3/2021 18:54,JoshDLifestyle,,Co-founder @200k_club | Co-host @ccsmackpodcast l Co-founder @InvestWithMVC Runner/Hiker/Cyclist,False,14932,3018,10625,168304,181,11/2/2009 15:21,b'Infrastructure bill for clean water. In 2021? Been drinking that dirty I guess.',,2.0
542,1388171546766761984,,,,176,0,en,Twitter for Android,False,1.32e+18,4/30/2021 16:41,JoshHow01446184,,"Just another Southern Dem.
#FBR",False,2421,4208,3465,2593,2,10/20/2020 16:41,"b'RT @MSNBC: .@SRuhle: ""According to US News &amp; World Report, West Virginia ranks 45th in education, 47th in health care, 48th on the economy,\xe2\x80\xa6'",,-4.0
543,1389940445568974848,,,,8,0,en,Twitter for iPhone,False,150544798.0,5/5/2021 13:50,JoshuaKarp,"Washington, D.C.","Dad! Communications + strategy consultant. Progressive. Jew. Flipped the Senate with @Ossoff, alum of too many campaigns.",False,10597,7456,23663,21924,139,6/1/2010 5:50,"RT @SenOssoff: “As we move forward the passage of a major infrastructure bill in Congress this year, the timely &amp; full completion of the de…",-2.0,-3.5
544,1389475078786756608,,,,52,0,en,Twitter for iPhone,False,38291678.0,5/4/2021 7:00,JournoWes,"Ventura, CA",Idaho native & multimedia journalist covering the West County for @vcstar Past: @outlooknews @KTLA @ladailynews @ivdailybulletin @pressenterprise,True,3099,3314,582,111076,111,5/6/2009 22:18,"b'RT @AP: Opening the door to a smaller infrastructure bill, Sen. Mitch McConnell, the top Republican in the Senate, says his party is willin\xe2\x80\xa6'",,0.0
545,1389198517034487808,,,,0,2,en,Twitter Web App,False,241990939.0,5/3/2021 12:41,JoyousPanther,,"Sometimes I play dumb. Sometimes I am dumb.

I usually have typo's in my tweets.",False,986,1260,192447,16989,4,1/23/2011 17:30,b'Biden: Do you have any good ideas for the infrastructure bill?\n\nGOP: Cut the size by 60% and put in poison pill provisions!\n\nBiden: I was talking more about any roads or bridges that need fixing in your state. \n\nGOP: We are being oppressed!',,2.0
546,1388982170639863808,,,,9,0,en,Twitter for iPad,False,29965112.0,5/2/2021 22:22,Juanbg,,"Become FI by 50 YO (I am FI already :) ), run 6kms daily, in 2021. #gocrazy #maxout",False,1171,2938,5189,90947,284,4/9/2009 11:31,b'RT @trengriffin: 1/ I remember writing a paper for this Bill Gates retreat in 1993 like it was yesterday. It was the year the commercial in\xe2\x80\xa6',,-4.0
547,1389371100493230080,1.3893103953037435e+18,,,0,0,en,Twitter Web App,False,1.1e+18,5/4/2021 0:07,JudgeSmails7,Parts Unknown,I never slice!  I'm all MALE...doesn't the hat give it away?,False,20,103,897,8864,1,2/27/2019 2:27,"b""@GoatyMcTroll @baumusc @Timcast Fact Check False: 2018 &amp; 2019 were the two largest Tax revenue years of All TIME.....\n\nYou have no idea what you speak.....\n\nWe don't need $2T for infrastructure, we only need 12% of $2T....that's what's in the current bill\n\nStop spending.....REV is fine.""",,2.0
548,1388229955692109824,1.3881315508149453e+18,,,0,0,en,Twitter Web App,False,1.01e+18,4/30/2021 20:33,Julie03204119,"Kalispell, MT","Wife & hard worker that enjoys both. I say what I mean & mean what I say...You could say I'm ""RAW"" at times! 100% support ALL LAW ENFORCEMENT & @POTUS!",False,134,97,17776,12427,1,6/30/2018 21:39,"b'@BlueBoxDave 1-d/l MUST keep the pandemic crisis going in order to pass the TRILLIONS in SPENDING!! Which of course is BS!! ""Covid bill"" that had 7-9% going for Covid! The ""infrastructure bill"" is ""code"" for a down pmt. for the green new deal"". 7-9% goes for infrastructure!'",,4.0
549,1388540443793575936,,,,94,0,en,Twitter Web App,False,1.03e+18,5/1/2021 17:06,JulieA77669619,,Animal Lover. Vegan. Resist. Be kind.,False,2339,5001,301706,135330,4,8/29/2018 16:14,"b'RT @MichaelArt123: Rep James Clyburn\nThe price tag of the Infrastructure Bill is big. But the cost of not doing it is much, mush bigger; MS\xe2\x80\xa6'",,-2.0
550,1389348058857672704,,,,1,1,en,Twitter for iPhone,False,11740792.0,2021-05-03 22:36:04+00:00,Just_A_Bill_,,"We must all hang together, or assuredly we shall all hang separately. | Ben Franklin                         #TeaParty2",False,6147,6189,99469,80245,28,2008-01-02 04:31:33+00:00,"b'\xe2\x80\x9cAs illustrated by this summary from the Washington Post, it\xe2\x80\x99s not really an infrastructure plan. It\xe2\x80\x99s a spend-money-on-anything-and-everything plan, presumably to reward various interest groups.\xe2\x80\x9d | International Liberty https://t.co/xvuIrKLLel'",2.0,2.25
551,1389355106081165312,1.38931e+18,,,0,0,en,Twitter for iPhone,False,1.34399e+18,2021-05-03 23:04:04+00:00,Justifyableinc,,its a wonderful life,False,6,84,2346,3499,0,2020-12-29 18:49:16+00:00,b'@amyklobuchar Yea it\xe2\x80\x99s the so much more we are pissed at. It\xe2\x80\x99s like politicians can\xe2\x80\x99t stay on task. Stick to infrastructure. But nooooo. Have to add tons of other stuff and try to ram it down our throats. And then cry that others do t care about infrastructure when it\xe2\x80\x99s only 9% of the Bill',,3.0
552,1390317992311934976,,,,1,3,en,Twitter Web App,False,1323723698.0,5/6/2021 14:50,JustinTLogan,"Washington, DC","Senior fellow, @CatoFP. Review wines at @WinesFromLatAm. Learned at @UChicagoCIR, @AU_SIS.",False,2575,626,5538,17915,88,4/3/2013 2:49,"b'The CEO of General Dynamics says that ""We make our best money and are most satisfied when we prepare the United States for deterrence. The fundamental reason for a standing army is to deter evil."" https://t.co/yWZJd9qJUu'",,3.0
553,1389296416250417152,,,,201,0,en,Twitter for Android,False,20265924.0,2021-05-03 19:10:52+00:00,KBSMarketShark,"Las Vegas, NV","#Bitcoin Investor, Partner, Real Estate, Crypto, Blockchain, Retail",False,336,561,41933,66159,1,2009-02-06 19:58:47+00:00,b'RT @RepDLesko: Biden has already signed a nearly $2 trillion so-called \xe2\x80\x9cCOVID-19 relief\xe2\x80\x9d bill. Now he\xe2\x80\x99s pushing a $2 trillion \xe2\x80\x9cinfrastructu\xe2\x80\xa6',,2.5
554,1389399705206018048,,,,0,4,en,Twitter for iPhone,False,23368028.0,5/4/2021 2:01,KDSmith53,Meechigan,Ordinary American citizen disgusted with the chaos in D.C. #WomensMarch #Resist #NotoriousRBG #GoodTrouble #BLM #BreakTheDivide #TruthMatters,False,33,380,432,1087,0,3/8/2009 23:06,b'@Sen_JoeManchin if Moscow Mitch has said that NO Republicans will vote for the infrastructure bill how is that bipartisanship &amp; why are you still defending the filibuster? #Manchin #maddow',,-4.0
555,1389336464517894144,,,,25,0,en,Twitter for Android,False,1491795722.0,2021-05-03 21:50:00+00:00,KDavCor,"West Virginia, USA","mom, travel.liberal. no Trump or Pence #resist #bluewave #impeachtrump",False,2472,4975,197919,304900,17,2013-06-08 02:27:24+00:00,"b'RT @crooksandliars: ""Children In Louisiana Are In Poverty,"" Wallace told Sen. Cassidy. #ChrisWallace #FoxNewsSunday #SenBillCassidy #Infras\xe2\x80\xa6'",,-2.5
556,1389306897912760064,1.38931e+18,,,0,2,en,Twitter for iPhone,False,2804153995.0,2021-05-03 19:52:31+00:00,KDiddy007,,,False,34,363,4356,1672,0,2014-09-11 18:25:26+00:00,"b'@Sen_JoeManchin @SBAgov Dude, stop slowing down Democratic Party progress. Here you are loudly proclaiming the good of the American Rescue Plan. Support the infrastructure bill, DC statehood and S1 Bill.'",-1.0,-3.0
557,1389335629000028160,,,,1216,0,en,Twitter for Android,False,2978309477.0,2021-05-03 21:46:41+00:00,KM_Bill,,,False,41,473,7604,2412,0,2015-01-14 16:36:23+00:00,"b'RT @jonathanalter: Words matter. It\xe2\x80\x99s essential that new money for physical and human infrastructure be called what it is\xe2\x80\x94INVESTMENT, not \xe2\x80\x9c\xe2\x80\xa6'",,-2.0
558,1389202467183898624,,,,25,0,en,Twitter for iPhone,False,159297427.0,5/3/2021 12:57,KPrice1234,United States,I am a resister fighting for Democracy,False,436,747,304855,240275,1,6/25/2010 0:40,b'RT @BrettDGilman: Report: Joe Biden is Preparing to Pass Infrastructure Bill Without Republican Support https://t.co/Ot9GK3jH5o',,-4.0
559,1389288183679102976,,,,0,0,en,SocialNewsDesk,False,15756056.0,2021-05-03 18:38:09+00:00,KREM2,"Spokane, Washington","Covers the latest news, weather and sports around the Inland Northwest. Based in #Spokane, Wash. Owned by @Tegna.",True,66544,1979,5484,202224,834,2008-08-06 22:20:53+00:00,b'Gov. Little addresses North Idaho growth with proposed $1.5B infrastructure bill https://t.co/8Ynq4L9Iok',,1.0
560,1390195613178818560,,,,0,0,en,Twitter for Android,False,1695580555.0,5/6/2021 6:43,KSKumar_8,"Mancherial-Naspur, India","#INDIAN 🇮🇳  #PRABHAS❤️ 
Nothing lasts forever...Change is the forever constant!!!",False,343,592,25061,8596,4,8/24/2013 4:45,"b""For every mandal MRO office govt has sanctioned 10lakhs but there's a scam in this too! I don't know abt other districts but in my district mancherial every mandal MRO office filed for 3-4lakhs bill for dharani infrastructure #TSRevenueActScam https://t.co/GE5Re8FacA""",,4.0
561,1389346821823160320,,,,0,1,en,SocialNewsDesk,False,14859642.0,2021-05-03 22:31:09+00:00,KTVB,"Boise, ID","Boise & Idaho local news, weather and sports from KTVB. Idaho's #1 news source on social, mobile, web & TV. Where news comes first. Cover pic: Larry Blackmer.",True,91710,4561,1280,118949,933,2008-05-21 18:08:15+00:00,b'Gov. Little addresses North Idaho growth with proposed $1.5B infrastructure bill https://t.co/0GyAbaj6QE',,0.0
562,1390350650559582208,,,,0,0,en,TweetDeck,False,17072129.0,5/6/2021 17:00,KTVL,"Medford, OR",Covering Southern Oregon and Northern California. Phone: 541-773-7378 | Email: ktvl@ktvl.com | IG: KTVLNews10 | Header Courtesy: Harry Brindley,True,8914,1138,3975,85251,419,10/30/2008 19:22,"b""Congressman Peter DeFazio is highlighting clean energy priorities in President Biden's American Jobs Plan and federal infrastructure bill.\nhttps://t.co/SxfKDvVkSl""",,-2.0
563,1388238014107688960,,,,748,0,en,Twitter for Android,False,1.31e+18,4/30/2021 21:05,KalleckCher,"Hillsboro, OR","This is my second account. 
Twitter closed my first account due to a hack.
Original account started 2014.
Here to support the Democratic party. 
#Resistance",False,2138,4792,77687,51654,1,10/7/2020 20:41,"b'RT @TheRickyDavila: This morning, @MSNBC\xe2\x80\x99s Stephanie Ruhle destroyed GQP bigoted Gov Jim Justice over the anti-Trans bill banning Trans chi\xe2\x80\xa6'",-1.0,-4.0
564,1388573884681789440,,,,94,0,en,Twitter for iPhone,False,9.19e+17,5/1/2021 19:19,KarenJacoby9,"Dewey Beach, DE",#TheResistance #VoteBlue #BoycottNRA 🚫 #bidenharris2020 #BLM,False,2436,1273,40366,271943,3,10/13/2017 5:40,"b'RT @MichaelArt123: Rep James Clyburn\nThe price tag of the Infrastructure Bill is big. But the cost of not doing it is much, mush bigger; MS\xe2\x80\xa6'",-1.0,-4.0
565,1389965772743712768,,,,2,0,en,Twitter Web App,True,7.87e+17,5/5/2021 15:30,KarenLTaylor2,USA,Loves sports. Play piano. Life is fun. Loves America. Supports our President! Supports our troops! ICU Registered Nurse. Started a business! A paralegal also!,False,3675,4844,49578,174835,19,10/14/2016 2:15,"b'RT @tallahoe: @leslibless \n\nILLEGALS GET $15,600 OF OUR TAX DOLLARS THAT WE MUST PAY BACK WITH INCREASE IN TAXES. ALONG WITH $9T BILLS JOE\xe2\x80\xa6'",,3.0
566,1388261810373943296,1.3882568719502991e+18,,,0,1,en,Twitter Web App,False,1.34e+18,4/30/2021 22:39,KarenMe50684211,,"Christian, wife, mom, nana, patriot",False,23,146,6650,223,0,12/21/2020 8:20,b'@Lemmyisgod5 @clapback_kid @therecount Reckless spending.  How much of the infrastructure bill is for infrastructure.  How much of the covid bill was to address covid suffering.  He coordinated with the states to get the vaccine out that was developed under Operation Warp Speed by Trump.',,4.0
567,1388181141123784704,,,,256,0,en,Twitter for iPhone,False,216155026.0,4/30/2021 17:19,Karnonos,"Santa Clarita, CA","Video game artist @WayForward
#Aspergers #Fibromyalgia
INTP #resist 🌊",False,1643,2294,127200,127215,4,11/15/2010 23:05,"b'RT @SenWarren: People in Massachusetts and across the country deserve safe drinking water free of lead, PFAS, and other dangerous pollutant\xe2\x80\xa6'",,-2.0
568,1389346676599664640,1.38929e+18,,,1,0,en,Twitter for Android,False,731035650.0,2021-05-03 22:30:35+00:00,KarrenWillard,,"Software Engineer, mother, grandmother. Eccentric enough so when dementia sets in no one knows the difference.",False,189,660,26172,34574,24,2012-08-01 16:51:23+00:00,"b'@AlexBerenson Wasn\'t that part of the ""infrastructure "" bill, maybe the ""American family"" bill, no maybe the ""screw American"" bill?'",,1.5
569,1389346676599664640,1.3892860269428122e+18,,,1,0,en,Twitter for Android,False,731035650.0,5/3/2021 22:30,KarrenWillard,,"Software Engineer, mother, grandmother. Eccentric enough so when dementia sets in no one knows the difference.",False,188,659,26213,34621,24,8/1/2012 16:51,"b'@AlexBerenson Wasn\'t that part of the ""infrastructure "" bill, maybe the ""American family"" bill, no maybe the ""screw American"" bill?'",,4.0
570,1388152546238210048,,,,748,0,en,Twitter for iPhone,False,1.2e+18,4/30/2021 15:25,KatKirby01,,I am a Nurse and now I have hope. Our work is not over. #PresidentBiden #Resist #BidenHarris2020  #BLM,False,2760,3233,108123,76906,4,12/1/2019 13:05,"b'RT @TheRickyDavila: This morning, @MSNBC\xe2\x80\x99s Stephanie Ruhle destroyed GQP bigoted Gov Jim Justice over the anti-Trans bill banning Trans chi\xe2\x80\xa6'",,-4.0
571,1388848805383188480,,,,43,0,en,Twitter for iPhone,False,7.88e+17,5/2/2021 13:32,KateMiller57,,"#BassetHoundMomma #TheResistance #UniteBlue #STLCards ❤️ @MST3K ❤️#StongerTogether 💙Proud Wife, Momma and MawMaw❤️MusicMomma❤️",False,6270,5909,179133,250613,36,10/18/2016 1:59,"b""RT @Emolclause: #BREAKING:Here we go-- @SenatorCollins is OPEN to a corporate tax hike for #Biden's infrastructure bill. See folks, Dems ne\xe2\x80\xa6""",,-4.0
572,1388844662769790976,,,,94,0,en,Twitter for iPhone,False,389758487.0,5/2/2021 13:15,Kateapple11,,"curious about the world, love travel, great food, comedy, St Louis Cardinals, politics",False,7,117,2588,519,0,10/12/2011 23:20,"b'RT @MichaelArt123: Rep James Clyburn\nThe price tag of the Infrastructure Bill is big. But the cost of not doing it is much, mush bigger; MS\xe2\x80\xa6'",,-2.0
573,1388043412943818752,,,,2123,0,en,Twitter for iPhone,False,560323997.0,4/30/2021 8:11,KathleenAFranck,Virginia USA,"Feminist, #Resister, animal activist, embrace & seek laughter, lover of exceptional design, retired Design Prof, founder: Qatar Cat Coalition: TNR 4 feral cats",False,3976,5001,196849,174279,77,4/22/2012 14:19,"RT @mmpadellan: Republicans are against:
- The COVID Relief Bill
- $15 minimum wage
- Billionaires paying taxes
- Infrastructure
- Voting r…",,-3.3333333333333335
574,1389554443352383488,,,,21,0,en,Twitter for Android,False,4508930197.0,5/4/2021 12:16,KathleenWeidma2,,,False,2246,5002,313813,221631,3,12/9/2015 16:08,b'RT @girlsreallyrule: Great pros and cons list from @PunchbowlNews on whether Democrats should work with Republicans to get a deal on Infras\xe2\x80\xa6',,-2.0
575,1387967959960719360,,,,73,0,en,Twitter for iPhone,False,1.03e+18,4/30/2021 3:12,Kathryn0925,,"When I'm not writing or editing or reading, you'll likely find me outside playing or enjoying a glass of wine with friends.",False,67,211,1699,7638,1,8/10/2018 3:28,b'RT @thehill: #BREAKING: Senate passes bipartisan $35 billion water infrastructure bill https://t.co/BtnkqCeO7x https://t.co/odhQAQDSw4',,-1.0
576,1389945898961096704,1.3899351252704993e+18,,,0,4,en,Twitter for Android,False,7.77e+17,5/5/2021 14:11,KathyMcQ1,Cretaceous Period,"Pro law enforcement, military, intel community, science, sci-fi & Pulitzer prize winning MSM. Ex-FBI.  Doctor Who Fan. Casual cyclist. Oh, and cats are cool.",False,267,1231,4800,15576,5,9/17/2016 18:28,b'@RoyBlunt Why did you vote AGAINST the infrastructure bill then?',,2.0
577,1389995168510717952,,,,37,0,en,Twitter for Android,False,20773992.0,5/5/2021 17:27,Katie_bg,,Living & dying with stage IV cancer MBC.  Blue Cajun girl.,False,708,1979,140981,50316,13,2/13/2009 14:36,b'RT @LaDemos: Anyone opposed to President Biden\xe2\x80\x99s infrastructure bill has never driven on Louisiana roads. #Facts',,-4.0
578,1389676734782509056,,,,42,76,en,TweetDeck,False,9.4209e+17,2021-05-04 20:22:07+00:00,KayColesJames,"Washington, D.C.","President of The Heritage Foundation, @heritage",True,29983,764,509,2570,208,2017-12-16 17:50:33+00:00,"b'We\xe2\x80\x99ve been told our roads &amp; bridges are crumbling, but the Biden administration\xe2\x80\x99s $2.25 trillion \xe2\x80\x9cinfrastructure\xe2\x80\x9d plan spends less than 5% on that. Most dollars go to expanding Medicaid, environmental activism, &amp; subsidizing electric cars. @WashTimesOpEd\n\nhttps://t.co/MHlJjuQEf0'",2.0,2.5
579,1389327663383419904,,,,44,0,en,Twitter for Android,False,1041167624.0,2021-05-03 21:15:02+00:00,KayLauffer1,United States,"If I Choose to Go, Will You Lead?",False,293,696,253188,167993,1,2012-12-28 02:51:17+00:00,b'RT @SenatorCardin: Clean water is not a partisan issue. Every resident in every community has a right to expect that the water coming from\xe2\x80\xa6',,-2.8
580,1388614335627501568,,,,51,0,en,Twitter Web App,False,501074204.0,5/1/2021 22:00,Kc4jktWillie,,,False,132,66,94172,34598,0,2/23/2012 19:23,b'RT @senrobportman: The \xe2\x80\x9cinfrastructure\xe2\x80\x9d spending bill President Biden laid out during his address this week only invests about 5% of his ma\xe2\x80\xa6',,4.0
581,1388150326675509248,1.3881411403192934e+18,,,0,3,en,Twitter for Android,False,1.16e+18,4/30/2021 15:16,KeepItBlueDems,Kevin McCarthy Sucks,"Proud Air Force Mom of Two, G-ma to 3 Boys, Animal Rescue Family. 
#VoterRights #Equality #SaveOurPlanet #AdoptDontShop #HumanRights #FeedThePoor #wtpBLUE #BLM",False,1660,3393,56785,57113,4,8/17/2019 17:32,"b""@RepKenBuck @SteveScalise Republicans are against:\n- The COVID Relief Bill\n- $15 minimum wage\n- Billionaires paying taxes\n- Infrastructure\n- Voting rights\n- Gun reform\n- Elderly care\n- Health care\n- Child care\n- Equality\n\nBut they're just fine with all of the insurrection and sex trafficking.""",,-4.0
582,1388166855244718080,1.3878939619021332e+18,,,0,0,en,Twitter for Android,False,1.16e+18,4/30/2021 16:22,KeepItBlueDems,Kevin McCarthy Sucks,"Proud Air Force Mom of Two, G-ma to 3 Boys, Animal Rescue Family. 
#VoterRights #Equality #SaveOurPlanet #AdoptDontShop #HumanRights #FeedThePoor #wtpBLUE #BLM",False,1660,3393,56745,57083,4,8/17/2019 17:32,"b""@GOP Republicans are against:\n- The COVID Relief Bill\n- $15 minimum wage\n- Billionaires paying taxes\n- Infrastructure\n- Voting rights\n- Gun reform\n- Elderly care\n- Health care\n- Child care\n- Equality\n\nBut they're just fine with all of the insurrection and sex trafficking.""",,-3.0
583,1389008589914730496,,,,376,0,en,Twitter Web App,True,1.27e+18,5/3/2021 0:07,Keepinit1007,,"Entrepreneur. A Texan, by birth and by choice. Try to keep it 100. Everyday. RT’s are not endorsements",False,244,475,3141,15549,1,5/31/2020 3:54,"b'RT @atrupar: \xe2\x80\x9cIn your state of Louisiana, the rate of child poverty is 25% ... 42% of residents in Louisiana do not have access to child ca\xe2\x80\xa6'",,-2.0
584,1389389476405841920,,,,0,0,en,Twitter for iPhone,False,1.23352e+18,2021-05-04 01:20:39+00:00,Kelley29329754,,Disabled Veteran US Air Force and Coast Guard proud American,False,6348,892,1472,3185,0,2020-02-28 22:31:31+00:00,b'Republicans are not doing their job they said that no Republicans will vote for infrastructure bill no matter what it says they are just being obstructionist to be obstructionist',-1.0,-2.8
585,1389256206951358464,,,,4,10,en,Twitter for Android,True,8.28e+17,5/3/2021 16:31,KellieADennis74,Everywhere,"🌊🌊 #BidenHarris2020
Swear A LOT!
Cape Cod 2nd homebase!
WEAR A DAMN MASK!   #NASCAR 
#MaskUp
#CancelJimJordan",False,16385,17192,110642,72873,11,2/3/2017 15:19,"b'Yes infrastructure is part of reopening schools.   And yet you voted against the Covid relief bill that included help for schools.  Instead of yelling how about you do something to help Americans!  Or is that ""canceled""?\n@Jim_Jordan https://t.co/A9cDOjBsS4'",,-4.0
586,1388215667573379072,,,,203,0,en,Twitter for iPhone,False,1286925638.0,4/30/2021 19:36,KellieMeyerNews,"Washington, DC","Washington Correspondent, Nexstar Media Group, Covering Congress & White House. AVP-PHL-ITH-DCA-STT-DCA. Always have a question 🙋🏼‍♀️ Email: kmeyer@nexstar.tv",True,7773,2365,13357,21180,168,3/21/2013 20:44,"b""RT @NBCNews: U.S. Senate overwhelmingly passes $35B bill to bolster states' water infrastructure in bipartisan 89-2 vote. https://t.co/M52S\xe2\x80\xa6""",,0.0
587,1390054029342953472,,,,0,0,en,Twitter Web App,False,1.3618e+18,2021-05-05 21:21:21+00:00,KenOswald2,New Mexico,"26 Year Retired Veteran
Proud Deplorable
True Patriot for my country
Safety Trainer and Professional",False,188,925,1725,2003,0,2021-02-16 22:15:44+00:00,b'Americans Overwhelmingly Oppose Party-Line Democrat Vote for Infrastructure Bill https://t.co/dC1JM3Mou3 via @BreitbartNews',2.5,3.25
588,1389689553896812544,,,,42,0,en,Twitter for iPhone,False,298792597.0,5/4/2021 21:13,Kenibc,"Fort Myers, Florida",,False,163,343,15307,18244,20,5/14/2011 23:23,"b'RT @KayColesJames: We\xe2\x80\x99ve been told our roads &amp; bridges are crumbling, but the Biden administration\xe2\x80\x99s $2.25 trillion \xe2\x80\x9cinfrastructure\xe2\x80\x9d plan s\xe2\x80\xa6'",,4.0
589,1389307761347859968,,,,201,0,en,Twitter for Android,False,1.3477e+18,2021-05-03 19:55:57+00:00,KeriAnn28989841,,,False,75,444,29327,8986,0,2021-01-09 00:28:28+00:00,b'RT @RepDLesko: Biden has already signed a nearly $2 trillion so-called \xe2\x80\x9cCOVID-19 relief\xe2\x80\x9d bill. Now he\xe2\x80\x99s pushing a $2 trillion \xe2\x80\x9cinfrastructu\xe2\x80\xa6',3.0,3.4
590,1389307761347862528,,,,202,0,en,Twitter for Android,False,1.35e+18,5/3/2021 19:55,KeriAnn28989841,,,False,76,457,29632,9061,0,1/9/2021 0:28,b'RT @RepDLesko: Biden has already signed a nearly $2 trillion so-called \xe2\x80\x9cCOVID-19 relief\xe2\x80\x9d bill. Now he\xe2\x80\x99s pushing a $2 trillion \xe2\x80\x9cinfrastructu\xe2\x80\xa6',,1.0
591,1388961121177067520,,,,1,0,en,Twitter Web App,False,232250242.0,5/2/2021 20:58,KevinFreyTV,"Washington, DC",Washington Correspondent for @NY1 + Spectrum News | @GWtweets alum | History-buff | Part-time chorister | Kevin.Frey@charter.com,True,3298,1476,4081,17118,138,12/30/2010 16:56,"What to make of @JoeBiden's first 100 days?

@AOC told me he's ""exceeded"" progressives' expectations. Calls the willingness to collaborate w/ progressives ""impressive.""

But she says the infrastructure bill will be ""a key indicator"" whether the WH is ""raising its ambitions."" @NY1 https://t.co/G9vuTSsk5a",,-4.0
592,1390060446326173696,,,,181,0,en,Twitter for Android,False,1.28e+18,5/5/2021 21:46,Kim37982825,,"Been there...done that...probably shouldn't have...lessons learned...life is hard...

No Dms please.... too awkward ....",False,290,347,19935,12331,0,7/9/2020 0:21,"b'RT @EpochTimesChina: #Texas is moving ahead with legislation aimed at keeping hostile countries, including #China, out of the state\xe2\x80\x99s criti\xe2\x80\xa6'",,3.0
593,1388449987000930304,,,,396,0,en,Twitter for Android,False,3679838717.0,5/1/2021 11:07,KimHenke1,United States,#MuellerTime TrumpCrimeFamily #FactsMatter #Resist #CountryOverParty,False,710,842,66766,256590,36,9/16/2015 23:45,"b'RT @MSNBC: .@SRuhle: ""According to US News &amp; World Report, West Virginia ranks 45th in education, 47th in health care, 48th on the economy,\xe2\x80\xa6'",,-4.0
594,1388179385321197568,,,,748,0,en,Twitter Web App,False,3391923797.0,4/30/2021 17:12,KimPracticeTNR,,Animal lover. Vegan. Voter.,False,202,1473,29226,12530,0,7/28/2015 12:06,"b'RT @TheRickyDavila: This morning, @MSNBC\xe2\x80\x99s Stephanie Ruhle destroyed GQP bigoted Gov Jim Justice over the anti-Trans bill banning Trans chi\xe2\x80\xa6'",,-4.0
595,1389376417486495744,,,,4,0,en,Twitter for Android,False,108940029.0,2021-05-04 00:28:45+00:00,KissTheEarth,Mother Earth,"TrayvonMartin
 EndFracking
 
❤MotherEarth❤",False,3383,3549,91526,50009,122,2010-01-27 13:41:11+00:00,"b'RT @birdguy18: @senrobportman @POTUS On Sunday, Rob Portman was invited to spread his lies on Meet The Press.\n\nRob said a group of Republic\xe2\x80\xa6'",-2.0,-1.75
596,1389375022045741056,,,,0,0,en,Twitter for Android,False,1.38887e+18,2021-05-04 00:23:13+00:00,KnightofVirtulo,,,False,2,27,9,18,0,2021-05-02 15:01:50+00:00,"b'Great news that this has passed! Why did it take so long for a ""1st world country"" to provide their people with clean water in the first place? Let\'s get out of this ""What\'s In It For Me?"" mindset and into a ""How Can I Help Others?"" one\n#virtulo #weareone\n\nhttps://t.co/o4yXCXHtHp'",,-3.4
597,1388933648460795904,,,,496,0,en,Twitter Web App,False,1.28e+18,5/2/2021 19:09,KoonsKarl,,Indiana University School of Law-Bloomington 1985 Retired litigation attorney,False,121,82,15826,16870,0,7/1/2020 13:03,b'RT @DearAuntCrabby: Repub Politicians are such idiots\nAn Infrastructure Bill would NOT ONLY create construction jobs. It would also mean:\nE\xe2\x80\xa6',,-3.0
598,1389300424465911808,,,,0,0,en,Twitter for iPhone,False,706071534.0,5/3/2021 19:26,KoreyVerga,Texas,"Stop taking life so seriously, it's not like we are going to get out alive.",False,4,156,133,243,0,7/20/2012 0:29,b'@LeaderMcConnell I saw what you said about the infrastructure bill and that there would be no Republican support. You talk like you are still in charge of something. The only thing you\xe2\x80\x99re in charge of is Jack and Shit and Jack just left town!',,-4.0
599,1388861057020608512,,,,6,0,en,Twitter for Android,False,17105367.0,5/2/2021 14:20,KurttheFearless,,The daily exploits of a liberal progressive standing on the edge of tomorrow in central Missouri. Navy Vietnam Vet. I won't do your research. I block trolls!,False,1842,2946,43691,16980,17,11/1/2008 20:52,b'RT @Miriam2626: Where is @PeteButtigieg on the Sunday shows? He is the Transportation secretary and would implement much of the infrastruct\xe2\x80\xa6',-2.0,-2.0
