,created_at,id,reply_to_id,coordinates,place,retweet_count,favorite_count,lang,source,is_quote_status,user_id,user_loc,verified,followers_count,friends_count,favourites_count,statuses_count,listed_count,user_created_at,screen_name,user_description,text,tweet category
2150,5/5/2021 16:03,1390000000000000000,1390000000000000000,,,0,6,en,Twitter Web App,False,257989032,"Orange Curtain, California",False,881,503,37387,71995,27,2/26/2011 18:27,jlock4820,"Hockey and politics drive me crazy. #GoKingsGo Dogs, Cereal, Star Wars, & Disney make me happy.",biden let s negotiate and put together a great jobs infrastructure bill mitch see above the press why isn t biden being more bi partisan,
279,5/6/2021 17:10,1390000000000000000,,,,32,0,en,Twitter for iPhone,False,334404829,"akron, OH",False,1875,3954,102568,38658,7,7/13/2011 1:40,1brightman1,"vegan; writes poems; #TeamPeteForever; baseball card tweets will bore you, if you’re not a cardboard fiend. all other tweets TBD; #VidaHoarder; he/him/his",rt being against the jobs bill because it will help the climate is a bit like being against a covid,
4351,5/4/2021 15:12,1390000000000000000,,,,14,0,en,Twitter for Android,False,16905566,#yeg,False,4083,1462,98516,83198,118,10/22/2008 13:54,ChefMPhillips,"just me. posting shit I feel like.
sex positive, chef, and some politics. I'm bi. I'm me. Sometimes I post pictures that make people uncomfortable....",rt we ve got covidiots protesting and disrupting at hospitals and vaccine sites why don t and speak o,
2087,5/5/2021 16:46,1390000000000000000,1390000000000000000,,,0,0,en,Twitter for Android,False,82482449,"Denver, Colorado",False,58,137,280,1186,4,10/14/2009 23:16,drjbaust,"Educator, Activist, Writer, Organizer, Organizational Systems Analyst, Public Sociologist, Religion / Theology / Spirituality Student and Journeyer",and biden is calling for corporate tax raise on wealthiest americans pushing infrastructure bill toward righting gross historic economic oppression words no dem prez has been willing to say boldly blm bernie have made a difference,
7480,5/3/2021 13:30,1390000000000000000,,,,4,0,en,Twitter Web App,False,2664320655,Malmö,False,877,790,23136,13056,6,7/2/2014 15:41,valfardsutskott,Solver of riddles in the Med-Tech industry,rt moore size china currently spends more financing infrastructure overseas than the us spends on infrastructure at home th,
8907,5/2/2021 19:36,1390000000000000000,,,,4,12,en,SocialOomph,False,24733117,"San Jose, CA",False,606866,537913,44,748001,5195,3/16/2009 17:42,jilevin,"Marketing Programs Manager, social media, human rights, politics and news junkie, equality. #TheInsistence",republicans and democrats agree we need an infrastructure bill that s about all they agree on,
9133,5/2/2021 18:08,1390000000000000000,,,,39,0,en,Twitter for Android,False,1219573280,"Minnesota, USA",False,527,1947,169293,115552,34,2/25/2013 19:01,momster_s,"Seeker of truth. 
Life is beautiful.
💙",rt how do republicans reach the conclusion that an infrastructure bill paid for by taxing the rich is too expensive while,
14742,4/30/2021 15:19,1390000000000000000,,,,748,0,en,Twitter for iPhone,False,802000000000000000,"Ocean City, NJ",False,6212,6827,530374,554754,12,11/26/2016 3:26,Multijo1,Love history. Devoted reader. Science is compelling. Married my best friend. Adore our dogs. Loathe GOP since they became cruel and stupid. #resistance. #ISWP,rt this morning s stephanie ruhle destroyed gqp bigoted gov jim justice over the anti trans bill banning trans chi,
11520,5/1/2021 13:51,1390000000000000000,,,,103,0,en,Twitter for Android,False,2400398276,"Cape Coral, FL",False,3889,4951,36084,9779,1,3/20/2014 20:18,CarolynBowen53,"No DM's. Married grandmother,love cats, beach, politics, & history. Avid reader.",rt according to us news world report west virginia ranks th in education th in health care th on the economy,
6505,5/3/2021 18:44,1390000000000000000,,,,1,3,en,TweetDeck,False,40057701,Washington DC,True,24535,4373,2502,34160,787,5/14/2009 18:46,ThirdWayTweet,"Our work is grounded in the mainstream American values of opportunity, freedom, and security. RTs not endorsements.",joe biden is defining what it means to be a moderate in this moment the way that bill clinton did in says of the americanjobsplan,
3314,5/4/2021 23:11,1390000000000000000,,,,3,0,en,Twitter for Android,False,99349801,"San Francisco, CA",False,7657,7911,44262,462763,6,12/25/2009 19:48,aowd25,"1: Digital Media - Impact via Social Media {Influencers}.
 2: Administrative assistance.
 3: Enter data.
 4: Customer Service.
#FreePressFriday
#10018171",rt the infrastructure bill obviously provides work what if it also shored up social security s solvency to guarantee workers comf,
6454,5/3/2021 19:01,1390000000000000000,,,,0,0,en,Twitter Web App,True,48621210,United States,False,339,941,7089,8870,1,6/19/2009 5:29,GeoMac1942,USA/USAF Vet,yes and we all have k to k to purchase a new all green electric car or is biden going to give everyone a free car and mark it up to his infrastructure bill,
14668,4/30/2021 15:27,1390000000000000000,,,,748,0,en,Twitter for iPhone,False,3452782035,,False,12,21,2910,3030,0,8/27/2015 1:45,Judi12456,,rt this morning s stephanie ruhle destroyed gqp bigoted gov jim justice over the anti trans bill banning trans chi,
16367,4/30/2021 3:57,1390000000000000000,,,,25,0,en,Twitter for iPad,False,17620304,"Raleigh, NC",False,682,2635,15976,30019,26,11/25/2008 14:31,Band_Dad,"PID + Lupus + ID research scientist. NCSU Wolfpack sports fan, STEAM school + teacher advocate. Foodie. Advocate for people with preexisting conditions. ❤️🇺🇸",rt u s senate overwhelmingly passes b bill to bolster states water infrastructure in bipartisan vote,
12864,4/30/2021 21:59,1390000000000000000,1390000000000000000,,,0,0,en,Twitter for iPhone,False,2938770180,"Indianapolis, IN",False,0,88,61,42,0,12/22/2014 1:40,jjendotheworld,,calling this an infrastructure bill when only goes to infrastructure is almost like calling prohibition the happy hour bill that s just me tho,
8160,5/3/2021 1:29,1390000000000000000,,,,4,0,en,Twitter for iPhone,False,231208574,Orlando,False,2417,2870,131268,97711,1,12/27/2010 22:29,jgkande,Took this photo of a cool Trump flag on a truck in Georgia. Didn't notice until after I looked at it that a Trump billboard was in the background Gotta love GA,rt the new infrastructure bill is really a targeted slush fund for la raza blm antifa naacp and their follow,
2588,5/5/2021 10:51,1390000000000000000,,,,3,0,en,Twitter Web App,False,3182793446,"Connecticut, USA",False,241,618,60081,27407,0,5/2/2015 11:25,proudphilistine,"We are here on Earth to do good to others. What the others are here for, I don't know.",rt emma ok guys i think we found the funds for biden s infrastructure bill,
9519,5/2/2021 16:12,1390000000000000000,,,,376,0,en,Twitter for Android,True,1010000000000000000,,False,103,857,26961,55453,1,6/18/2018 16:28,Connie19601,,rt in your state of louisiana the rate of child poverty is of residents in louisiana do not have access to child ca,
547,5/6/2021 15:10,1390000000000000000,,,,0,3,en,Twitter for iPhone,False,1890586057,"Texas, USA",False,1956,4726,109536,79301,3,9/21/2013 15:40,DelayKathleen,Just your average normal person. Can’t tolerate the racism and stupidity. The Republican Party should be held accountable for their failure to protect America,the biden administration should take their campaign for the infrastructure bill to the red states start with kentucky so they which party is working for them,
317,5/6/2021 16:59,1390000000000000000,1390000000000000000,,,0,1,en,Twitter for iPhone,False,308765071,"Ohio, USA",False,123,660,48277,41615,1,5/31/2011 23:43,Deb_Clink,,that s why you are supporting biden s infrastructure bill right traitorbob lol you ll vote no like a good qop cult member whatever is good for the country is bad says qop qevin daividdukescalise and insurrectionistbob frozenlipslatta,
7379,5/3/2021 14:13,1390000000000000000,,,,45,0,en,Twitter Web App,False,213132098,"Sydney, Australia",False,3530,3513,15453,28375,73,11/8/2010 1:51,RickSydney,"Actor, Artist, Musician, Writer, I.T. Tech B.A., Tennis Player, Fitness Coach, Lighting Designer, Audio Tech, Roadie, Realist, Dreamer, Traveller",rt the americajobsplan contains ambitious climate and clean energy investments and while the gop wants to remove them nea,
8032,5/3/2021 2:43,1390000000000000000,,,,43,0,en,Twitter for iPhone,False,840720613,"Baltimore, Maryland",False,2511,3019,181929,46039,7,9/23/2012 0:41,bishopjeffDd,2019 - Life is Great! Retired Army Officer - I love my family! - reading “Snow-Storm in August” -Jefferson Morley,rt breaking here we go is open to a corporate tax hike for biden s infrastructure bill see folks dems ne,
15823,4/30/2021 10:48,1390000000000000000,,,,2,0,en,Twitter for iPhone,False,24304716,Deep in the Heart of Texas,False,1982,3666,177920,79884,1,3/14/2009 1:48,labadorer,"“The thing about democracy, beloveds, is that it is not neat, orderly, or quiet. It requires a certain relish for confusion.” -Molly Ivins",rt if you re honestly asking then you vote for the bills that americans support regardless of your politic,
4682,5/4/2021 12:52,1390000000000000000,1390000000000000000,,"Place(_api=<tweepy.api.API object at 0x000002771CE9AA58>, id='011c9d2d17535a77', url='https://api.twitter.com/1.1/geo/id/011c9d2d17535a77.json', place_type='city', name='Hawk Cove', full_name='Hawk Cove, TX', country_code='US', country='United States', contained_within=[], bounding_box=BoundingBox(_api=<tweepy.api.API object at 0x000002771CE9AA58>, type='Polygon', coordinates=[[[-96.102361, 32.861254], [-96.042818, 32.861254], [-96.042818, 32.896577], [-96.102361, 32.896577]]]), attributes={})",0,1,en,Twitter for iPad,False,1950267637,"Redneck , Texas    god help me",False,2091,3979,88081,51864,7,10/9/2013 22:45,Crashmodem,"if you live your life like a sitcom, it's a lot more fun.",no republicans will vote for biden s infrastructure bill but they ll still try to take credit for its widely popular programs with their constituents,
993,5/6/2021 8:50,1390000000000000000,1390000000000000000,,,1,1,en,TweetDeck,False,2811559122,Philippines,True,1224125,394,55,532501,2586,9/15/2014 16:27,cnnphilippines,News you can trust • Free TV channel 9,vergeire also proposed that under the national health security bill the ndrrmc should be designated as the national task force during public health emergencies to have a coordinated response infrastructure,
12073,5/1/2021 4:14,1390000000000000000,,,,396,0,en,Twitter Web App,False,597291621,Australia,False,181,1055,20330,3766,0,6/2/2012 8:15,CardinalLanded,Writer. Reader. Dabbler in metaethics. Gamilaroi son & brother. He/Him. Cis. Very gay. 🌈🌈🌈  Header by zandraart.,rt according to us news world report west virginia ranks th in education th in health care th on the economy,
10135,5/2/2021 13:17,1390000000000000000,,,,0,0,en,Twitter Web App,False,3023306514,"Georgia, USA",False,1053,1185,62651,9958,1,2/17/2015 5:27,slcroft100,#resist The GOP is corrupt to the core. Never again!,keep up with the fear mongering after all that is what republicans do best we love the infrastructure bill didn t mind spend trillions on tax cuts for the rich did ya,
8782,5/2/2021 20:36,1390000000000000000,1390000000000000000,,,0,0,en,Twitter Web App,False,3060415262,Texas,False,13,108,300,4371,0,3/3/2015 21:35,lil_501,Just chillin'.,pa lease is that why the infrastructure bill is mainly about jobs this bs about remaking the gop as the party of the working man is the most ridiculous thing anyone has ever seen,
8949,5/2/2021 19:21,1390000000000000000,,,,11,0,en,Twitter for iPad,False,996000000000000000,,False,1221,1178,225455,235793,3,5/14/2018 12:07,margare02726836,Just a grandma trying to help concerned citizens save our unique democracy. Blue wave cometh!,rt democrats will not wait indefinitely compromises are carefully considered many of the infrastructure bill s final draf,
10060,5/2/2021 13:49,1390000000000000000,,,,496,0,en,Twitter for Android,False,947000000000000000,"Nova Scotia, Canada",False,122,404,24427,15835,0,12/30/2017 23:40,bonnie63763734,🇨🇦😊,rt repub politicians are such idiots an infrastructure bill would not only create construction jobs it would also mean e,
8450,5/2/2021 23:39,1390000000000000000,,,,190,0,en,Twitter Web App,False,805181318,,False,942,3219,2265,45852,0,9/5/2012 18:58,jeg1214z,,rt the radical left s infrastructure bill is nothing but a liberal wish list with a trillion dollar price tag that does no,
15366,4/30/2021 14:00,1390000000000000000,,,,1,2,en,Twitter Web App,False,3137247176,"Arizona, Colorado, Texas",False,775,335,616,689,23,4/3/2015 18:29,ParagonSDC,Life support and thermal control solutions for extreme environments.,more funding could be headed nasa s way rep don beyer d va is beginning to draft a bill to solidify funding towards nasa in the recent infrastructure bill proposed by the white house american jobs plan find out more here,
14792,4/30/2021 15:15,1390000000000000000,,,,145,0,en,Twitter for iPhone,False,3054594493,"Los Angeles, CA",False,404,41,92864,33912,2,3/2/2015 4:22,nickitellem,"Mainly a politics, social topics, and music twitter. Part-time fact checker. Reply respectfully. {RTs & likes =/= endorsement}",rt according to us news world report west virginia ranks th in education th in health care th on the economy,
566,5/6/2021 14:58,1390000000000000000,1390000000000000000,,,0,0,en,Twitter for iPhone,False,1284359486,"Kansas City, MO",False,506,280,22404,18967,0,3/20/2013 21:48,dkxkee,"Retired HS teacher/coach/principal. Dog lover, reader, history buff esp. Civil War, used to travel. Chiefs, Royals, BBQ, Springsteen and ESB. Fully vaccinated💉",a wall along florida s northern border would be a great addition to biden s infrastructure bill,
12529,5/1/2021 0:36,1390000000000000000,,,,1,1,en,Twitter for Android,False,14885194,,False,6219,6334,16387,9957,6,5/23/2008 19:00,steve_dungy,"#FBR #antiFasciest, #BLM, #vegan, #Art #painter, #piano player",it s all about money joemanchin is threatening to block biden s higher corporate tax rate as part of biden s infrastructure bill a move that could shield private equity firms whose executives boosted manchin s campaign bet big on trump s tax bill,
13093,4/30/2021 20:50,1390000000000000000,,,,117,0,en,Twitter for iPad,False,737000000000000000,,False,258,174,221830,65838,2,5/30/2016 22:06,tinleaves,,rt president biden s so called infrastructure plan is not infrastructure two months removed from the last multi trillion,
11836,5/1/2021 9:12,1390000000000000000,,,,36,0,en,Twitter for Android,False,119322388,,False,2230,5002,203857,110426,3,3/3/2010 8:49,EarthImpi,"Lover of nature, all living things big and small, knowledge, humour and empathy. Allergic to ignorance, bigotry and power hungry politicians.",rt so i take it you re also gonna oppose the infrastructure bill and try to take credit when it reb,
11233,5/1/2021 17:10,1390000000000000000,1390000000000000000,,,0,0,en,Twitter Web App,False,27924435,"Chicago, Illinois",False,75,95,131,701,4,3/31/2009 18:01,benefitsatty,Employment | ERISA | Executive Compensation | Litigator & Counselor for Employers & Executives,quit spreading falsehoods there is no open border or amnesty for illegals and there never was border security is to be beefed up under biden s infrastructure bill and dreamers are to be given a fair shot at citizenship under biden s proposal you re e a liar,
5229,5/4/2021 4:37,1390000000000000000,,,,188,0,en,Twitter Web App,False,152254792,"Upstate, NY",False,4055,5001,74387,97263,12,6/5/2010 13:53,13thPanther,"HATE SPEECH IS NOT FREE SPEECH!
PROPAGANDA IS NOT REALITY!
RACISM IS IGNORANCE!
#ICantBreathe",rt mitch mcconnell and the republicans didn t vote for the relief package joe biden presented to help their constituents,
1551,5/5/2021 22:12,1390000000000000000,,,,99,0,en,Twitter for iPhone,False,359761582,"Washington, DC",False,83,224,1515,870,1,8/22/2011 3:50,LiaPalazzo,"@SenRonJohnson Deputy Press Secretary, Washington D.C. 🇺🇸 TCU Frog 🐸",rt we are trillion in debt before biden s trillion covid relief trillion infrastructure bill and now his,
11761,5/1/2021 11:33,1390000000000000000,,,,18,20,en,Twitter Web App,True,465682953,"Huntsville, AL",False,15703,15465,60019,20950,37,1/16/2012 16:38,twtrPAD,"Mildly conservative, Vigilantly Liberal.
Out to make a point.    
#Resist",month long water shortage in jackson ms yet the governor says federal infrastructure bill for new water lines is not needed in his state,
7169,5/3/2021 15:04,1390000000000000000,,,,8,0,en,Twitter Web App,False,17550732,"Sacramento, California",False,373,127,5986,3828,8,11/22/2008 1:53,LISABEUTLER,"Engaging the Institutional Transition. // Immediate Past President, American Water Resources Association. Tweets my own. Retweets are not agreement.",rt bipartisan the senate passes the water infrastructure bill water,
1385,5/6/2021 0:03,1390000000000000000,,,,28,0,en,Twitter for iPhone,False,3159556177,1060 W. Addison Chicago Ill,False,2757,3234,77141,38768,1,4/16/2015 11:32,chibearfan74_jr,"Proud Father of a US Army (19D) soldier. Chicago Blackhawks, Bears, Cubs, Bulls. Like to play FortNite #LatinosAgainstTrump #TeamBidenHarris2020 #BidenHarrisWon",rt joemanchin just so you know that his caucus aren t worth the time to try to convince them to c,
11857,5/1/2021 8:10,1390000000000000000,,,,161,0,en,Twitter for Android,False,79923353,,False,454,1134,107688,101727,1,10/5/2009 4:57,laurenkloch,,rt week after week during the trump debacle of a presidency we waited waited for an infrastructure bill proposal republica,
11310,5/1/2021 16:30,1390000000000000000,,,,396,0,en,TweetDeck,False,16634486,,False,1689,2351,321218,401468,87,10/7/2008 19:03,Nartist,"Lifelong artist passionate about social justice, aesthetics, politics & travel. Native New Yorker in ATL for now... ~N~",rt according to us news world report west virginia ranks th in education th in health care th on the economy,
12505,5/1/2021 0:43,1390000000000000000,,,,396,0,en,Twitter for Android,False,444713742,Florida,False,415,294,155448,63025,4,12/23/2011 15:13,CarlBingman,"retired educator, hunter, meandering mind",rt according to us news world report west virginia ranks th in education th in health care th on the economy,
7329,5/3/2021 14:29,1390000000000000000,,,,2,0,en,Twitter for iPhone,False,489773729,"Arlington, VA",False,537,292,1042,3685,0,2/11/2012 21:44,_G_Dutton,Centre '19 • GW Law ‘22,rt mcconnell says he ll consider a less expansive billion infrastructure bill but says he won t support funding it by dism,
7432,5/3/2021 13:51,1390000000000000000,,,,496,0,en,Twitter for iPhone,False,631983890,World Citizen,False,2458,3238,75007,309040,91,7/10/2012 13:33,Badgersbane,"Beer aficionado, politics, atheism, evolution: Englishman living in the US.",rt repub politicians are such idiots an infrastructure bill would not only create construction jobs it would also mean e,
4532,5/4/2021 14:00,1390000000000000000,,,,0,0,en,Twitter Web App,False,2712941675,"God's Country, USA",False,4089,4724,77989,136887,33,7/15/2014 17:08,WeWhoDieSaluteU,You're playing the game wrong if you're taking Twitter seriously.,biden s ev goals are supported by the us power grid or infrastructure bill,
10967,5/1/2021 19:40,1390000000000000000,,,,99,0,en,Twitter for iPhone,False,3240354741,,False,496,1421,1456,186015,39,5/7/2015 13:41,OOlere,Environmentalist(Jack Baur of Environmental Protectionwith Leading London Borough with years of experience.HumanRights Campaigner Currently SelfEmployed&blogger,rt through his covid relief bill and infrastructure proposals mr biden is striving to prove that government can craft policies,
2540,5/5/2021 12:00,1390000000000000000,1390000000000000000,,,0,0,en,Twitter for iPhone,False,328561171,,False,61,216,12550,10208,8,7/3/2011 16:21,stbravo64,"Retired Mil Vet, Marathoner, TriAthlete Wanna-be, Health junkie et al",if admin was smart would work with and make a deal end govt unemployment use that money and all unspent for supporting infrastructure bill tell people have months to getvax and back to work,
1112,5/6/2021 4:08,1390000000000000000,1390000000000000000,,,0,2,en,Twitter for iPad,False,1569358110,,False,3183,5002,296814,40810,7,7/5/2013 0:41,dluxmaroon,Tecladista,americans will get a massive infrastructure bill that will create millions of great jobs and improve the quality of life of the average american all with no cooperation from republicans thanks for nothing moscowmitch,
2232,5/5/2021 15:10,1390000000000000000,,,,6,0,en,Twitter for iPhone,False,852008190,"Michigan, USA",False,219,769,8770,6580,4,9/29/2012 1:12,BambiPerry,"Opinionated wife, mother of 2 adult daughters. Full-time caregiver to disabled husband. Love to kayak, paint & knit & read. #Resistor #WaterProtector #LCV",rt bravo has not represented the people who foolishly keep voting for them for decades can you n,
13696,4/30/2021 17:43,1390000000000000000,,,,748,0,en,Twitter for Android,False,122061996,,False,2222,3433,115068,55346,11,3/11/2010 13:27,Sarah25018,,rt this morning s stephanie ruhle destroyed gqp bigoted gov jim justice over the anti trans bill banning trans chi,
14399,4/30/2021 15:57,1390000000000000000,,,,145,0,en,Tweetbot for iΟS,False,3288553162,TX,False,1098,1121,57252,18984,1,5/18/2015 15:02,CFultoni,"Husband, dad, woodworker, golfer, Christian, liberal.  The dude abides.",rt according to us news world report west virginia ranks th in education th in health care th on the economy,
3123,5/5/2021 1:14,1390000000000000000,,,,1,0,en,Twitter Web App,False,1389275100,,False,3,7,2229,233,0,4/29/2013 11:31,jackson_aurelie,,rt msnbc the us economy grew in the st quarter of us household income surged in march this,
11288,5/1/2021 16:45,1390000000000000000,,,,15,0,en,Twitter for iPhone,False,17142606,"Los Angeles, CA",False,1635,1347,4084,7714,86,11/3/2008 22:32,sonaar,"Climate is the message but water is the medium. @watercanary CEO, Senior TED Fellow, Minnesota-born, 1st generation, Punjabi, dog lover. https://t.co/URwi1YMfEj",rt roth in an vote the senate passed a billion bill that would improve water quality remove lead pipes from schools and,
13695,4/30/2021 17:43,1390000000000000000,,,,117,0,en,Twitter for iPhone,False,4302854656,United States,False,15,135,980,611,0,11/28/2015 3:07,RogerHurt5,"Retired Truck Driver,Veteran",rt president biden s so called infrastructure plan is not infrastructure two months removed from the last multi trillion,
6545,5/3/2021 18:30,1390000000000000000,,,,4,0,en,Eco Promotions,True,126075164,USA,False,4126,581,417,223491,75,3/24/2010 19:23,Eco1stArt,"Featuring the most stunning eco friendly items on the planet: fine art, furniture, jewelry & apparel.Connecting ecological & innovative artists worldwide.",rt have you heard about the clean electricity standard it s in the biden harris infrastructure bill you need to learn ab,
15376,4/30/2021 13:56,1390000000000000000,,,,0,0,en,Twitter for Android,False,1009149996,New York City Metro Area,False,1507,1325,1530,2625,28,12/13/2012 16:13,WhatTimTweets,"State and Local Government Finance Professional | Cities, Transit, Infrastructure, Economics, Demographic Change. Tweets and opinions are my own.",a bipartisan bill to boost funding for states water infrastructure passed the senate sending it to the house the drinking water and wastewater infrastructure act of would put billion toward state water infrastructure programs,
217,5/6/2021 17:32,1390000000000000000,,,,0,0,en,IFTTT,False,192813493,,False,12,0,0,9112,0,9/20/2010 6:34,richteaparty,We are a group of constitutionalists who are tired of politicians taxing our hard earned labor and squandering it and redistributing it to others.,biden s trillion infrastructure bill will hurt the environment view and comment here,
14087,4/30/2021 16:37,1390000000000000000,,,,176,0,en,Twitter for iPhone,False,405816656,"Loveland, CO",False,1732,2577,245183,127830,2,11/5/2011 20:58,joanschulze,Lesbian married/committed to the same woman for 20+ years. Both engineers who raised a boy engineer with an MIT degree. Proud Colorado & Chicago sports fan.,rt according to us news world report west virginia ranks th in education th in health care th on the economy,
3929,5/4/2021 17:55,1390000000000000000,,,,0,0,en,Sprout Social,False,227024487,"St. Louis, Missouri",False,2007,1098,1629,3640,45,12/15/2010 18:19,STLConstruction,Proudly representing North Americas Building Trade Unions in the construction industry,investment in our infrastructure will increase safety for all missourians and create sustain good jobs we have the opportunity to make much needed improvements to our state s roads while employing an additional k missourians pass the gas tax moleg,
921,5/6/2021 11:12,1390000000000000000,,,,2,0,en,Twitter for Android,False,197638491,,False,289,516,5599,7057,6,10/2/2010 1:41,tuzentswurth,Twitter can be a nutty vortex.,rt joemanchin you never miss a chance to disappoint your stat,
3159,5/5/2021 0:44,1390000000000000000,,,,18,0,en,Twitter for iPhone,False,16479782,nyc,False,923,3248,18056,7515,13,9/27/2008 1:57,cesarcardenas,"Views mine. RT ≠ endorse. 1st-gen 🇺🇸 🇨🇴 | @LG4America | Capitol Hill, @Mike2020 HQ, @NYCMayorsOffice, @NALEO, and @PhiIotaAlpha 🦁 alum",rt american jobs plan contains ambitious climate and clean energy investments and while the gop wants to remove th,
8700,5/2/2021 21:17,1390000000000000000,,,,0,0,en,Twitter Web App,False,3421193845,"Denver, CO",False,931,285,6873,24354,37,9/2/2015 2:29,TheCharlier,"Transportation planner, bicyclist, guitarist - not necessarily in that order.",a tunnel under teton pass which separates teton county wy from teton county id has not been a part of any local regional or state plan mainly because of the sheer cost now with a t infrastructure bill proposed the impossible seems possible,
12541,5/1/2021 0:33,1390000000000000000,,,,78,0,en,Twitter for iPhone,False,767722734,,False,4600,5061,60511,114413,21,8/19/2012 15:14,olbyh,Retired Marine. School Counselor soon 🙏Traveler. Retweets not endorsements. 🌈Wear a mask. 😷💙💙🌊🌊🌊#Biden/Harris #vote #💉💉#VeteransForBiden #persister,rt flint michigan has been without clean water since with the passage of the infrastructure bill will help the aging,
7389,5/3/2021 14:08,1390000000000000000,,,,0,3,en,Twitter Web App,False,1007169666,"Washington, DC",False,2680,358,953,1810,59,12/12/2012 19:56,AMWA_water,The Association of Metropolitan Water Agencies (AMWA) is an organization of the largest publicly owned drinking water systems in the United States.,in the monday morning briefing amwa backed water infrastructure bill sails through senate read the full issue here,
1795,5/5/2021 20:01,1390000000000000000,1390000000000000000,,,0,1,en,Twitter Web App,False,61515728,"Uranus, Milkyway Galaxy 00001",False,1870,2074,14449,24219,32,7/30/2009 15:30,WoordMan,"The fact that there's a highway to Hell and only a Stairway to Heaven, says a lot about anticipated traffic. Navy Vet (GMG)/Author/Screenwriter",let s do it that will pay for biden s infrastructure bill twice over,
12964,4/30/2021 21:25,1390000000000000000,,,,80,0,en,Twitter Web App,False,2331011791,"Manhattan,NY. Redondo Beach,LA",False,11487,11401,38472,100612,70,2/6/2014 23:43,AVechera,"Every hour wounds, the last one kills.",rt this was great but aqueduct caucus of the senate needs to understand that infrastructure in the st century isn t li,
4807,5/4/2021 11:50,1390000000000000000,,,,21,0,en,Twitter for iPhone,False,22359597,"Sheboygan, WI",False,2143,4999,322152,107756,37,3/1/2009 12:46,ktsthegame,"fan of #prowrestling, an #Atheist, a Movie Fan, #BiSexual #ChicagoBears #Resistance #TLRChampion HE/HIM/HIS",rt great pros and cons list from on whether democrats should work with republicans to get a deal on infras,
6029,5/3/2021 21:59,1390000000000000000,,,,33,0,en,Twitter for iPhone,False,73377501,"Get Vaccinated, NC",False,11058,9666,164146,104758,48,9/11/2009 12:46,ScottsHusband,Just a gay married man with an opinion! Love @mikeshusband #LGBTQ he / him,rt did moscowmitch just say joemanchin will not back biden on t infrastructure bill just sayin time to vote ma,
9833,5/2/2021 14:47,1390000000000000000,,,,0,0,en,Twitter Web App,False,267994596,"bronx, ny",False,38,33,10,38781,0,3/17/2011 23:32,fvaes,WE HAVE TO LEARN HOW TO RAISE OUR FREQUENCY TO REVERSE THE SOCIAL ENGINEERED MIND  THAT WE HAVE,chuck schumer s plan to force through infrastructure bill is beyond evil via,
4153,5/4/2021 16:39,1390000000000000000,,,,1,2,en,Twitter Web App,False,68500006,Minnesota,False,4013,1055,1070,5206,102,8/24/2009 20:09,greatermncities,The Coalition of Greater Minnesota Cities: Dedicated to strong communities in every corner of the state.,we remain hopeful that sen bakk the mnleg will come together to pass a bonding bill this year that invests in critical needs like water infrastructure economic development and housing,
3906,5/4/2021 18:06,1390000000000000000,,,,96,0,en,Twitter for Android,False,365614431,,False,324,178,152960,111667,1,8/31/2011 18:47,trinicouz,,rt after years of drought investing in our water infrastructure couldn t be more important for arizona especially in rura,
13835,4/30/2021 17:16,1390000000000000000,,,,748,0,en,Twitter for iPhone,False,1278236528,United States,False,202,2857,118278,37206,0,3/18/2013 16:50,VoteThemOutNov3,Political news junkie,rt this morning s stephanie ruhle destroyed gqp bigoted gov jim justice over the anti trans bill banning trans chi,
6487,5/3/2021 18:48,1390000000000000000,,,,0,0,en,Twitter Web App,False,33619391,"Spokane, WA",False,4249,657,427,18137,88,4/20/2009 18:56,nickchodge,"Dad, Managing Editor of @dailyprofcycle, @RSDigest, @ForDummies author, ponderer, investor, outdoors man.",gov little addresses north idaho growth with proposed b infrastructure bill via,
12840,4/30/2021 22:13,1390000000000000000,1390000000000000000,,,0,2,en,Twitter Web App,False,2237596905,"New York, NY",False,1166,562,6808,4174,16,12/22/2013 5:55,supersingr1,trying to save the 🪐 would love for you to join me! IG: @supergirlinvestor (not financial advice...entertainment only),these shipments will be reflect in q revenues wind power sector growing under biden s new infrastructure bill should have a positive impact on the wind power sector although not specifically mentioned in the bill,
5994,5/3/2021 22:20,1390000000000000000,1390000000000000000,,,0,0,en,Twitter Web App,False,2710423421,"Charlotte, NC",False,24,35,353,282,0,7/14/2014 13:00,woody_hubbard,"Managing Principal, Physis HealthCare Strategies",meanwhile sleepyted was one of only two senators that voted against the drinking water and wastewater infrastructure bill i guess he didn t bother to read the bill since that is the only logical reason he would vote against a bill that dedicates billions to upgrade our water,
15089,4/30/2021 14:53,1390000000000000000,,,,145,0,en,Twitter for iPhone,False,2584806333,,False,342,591,26005,17738,14,6/5/2014 18:26,olga_bobish,,rt according to us news world report west virginia ranks th in education th in health care th on the economy,
8383,5/3/2021 0:01,1390000000000000000,,,,349,0,en,Twitter for iPhone,False,1343252648,,False,634,274,80423,79268,2,4/11/2013 1:21,sndchic2003,,rt the trillion dollar infrastructure bill only spends on infrastructure,
7061,5/3/2021 15:29,1390000000000000000,,,,17,0,en,Twitter for Android,False,745000000000000000,"Florida, USA",False,2358,2050,716791,238565,6,6/19/2016 13:12,petti_cash,"70something. Waiting for a saner life.Please, no lists.
VOTE",rt which b when the gop accounting gimmick is removed the gop counter to biden s t infrastructure bill was,
